about,cgpa_cutoff,com_id,contract,criteria,dep_str,jnf_id,name,package,profile,selection,status,type
"As a Graduate Trainee at Zilingo, you'll be part of a team of smart, driven, and creative data analysts and program managers. You will be deriving insights and running programs for hundreds of thousands of consumers on Zilingo's fashion and lifestyle marketplace, and for the tens of thousands of brands, small merchants, and manufacturers, who use our seller platform to grow their business.
 
Data Analysis at Zilingo would include diving deep into terabytes of data to find new ways of optimizing product experience and uncovering hidden insights using cutting edge Big Data techniques such as Spark, as well as time-tested SQL. Your design will reach consumers and merchants in Indonesia, Thailand, Philippines, Singapore, Hong Kong, China, and more countries around the world.
 
Program Management at Zilingo would include traveling to all of Zilingo's geos (Thailand, Indonesia, Singapore, Philippines, Hong Kong, China) and working with Zilingo teams as well as Zilingo's merchants. You'll be using data to run complex engagement campaigns for millions of Zilingo consumers and tens of thousands of merchants, operationalize processes, and turn insights into actionables, all in an extremely data-driven culture.

We feel you'll be a good fit for Zilingo if you:
Have a passion for working on complex problems that span the borders of multiple countries
Love working on data, and are curious about statistics, data science, and big data
Are comfortable with juggling data and insights to operationalize and run large-scale campaigns
Value ownership
Above all, are creative, open to thinking out of the box, and like working iteratively and using data to support decisions",0.0,529,NA,,AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,3,Zilingo Funline Private Limited,"1400000 INR  [GT - 14,00,000 Lakhs per annum

 Fixed: 11 LPA. 
 Joining bonus: 1 Lakh
 Retention bonus: 1 lakh (Paid at the end of first year of continuous employment). 
 Education Reimbursement: 50k. (Official overseas travel perks: 60 USD / day per diem.)
 Leisure Benefit: 50k. (Netflix/Amazon Prime subscriptions, Books/Ebooks/online courses, health -check-ups, dining out on special occasion, health and sports membership, Reimbursements)  

Added benefits like medical insurance coverage worth 5 Lakhs per annum for employee & up to 5 dependent (2 parents + spouse + first 2 children) - premium paid by the company over and above the mentioned CTC.
 - Personal accident insurance coverage up to 10 Lakhs for the employee 24/7 around the world.
 - Travel, airport transit & accommodation for 2-3 weeks covered by Zilingo  at the time of relocation and joining over and above the mentioned CTC]",Graduate Trainee,"Resume,Online/Offline test (Max 30 mins)",1,PLACEMENT
"	Classroom teaching for the respective subject as per JEE / Medical entrance curriculum
	Students doubt clearing
	Content development 
	Question paper and question bank preparation
	Completing I Tutor sessions",0.0,531,3 Years,"CTC Offered to candidates may vary as per the profile and quality of the candidate.
[On Training (consolidated gross) (3 months)	: Rs. 50,000/- p.m. On Probation (consolidated gross) (4 months)	: Rs. 60,000/- p.m. On Confirmation (consolidated gross)	: Rs. 70,000/- p.m",AT_AE_AG_AR_BS_BT_ET_CH_CY_CE_CS_EE_EC_ES_EV_GG_TE_IM_MS_MA_ME_MT_MI_NS_NA_PH_ID_RT_MM_WM_RE,1,Balajee Education Pvt Ltd,840000 INR  [840000],Trainee Faculty - Physics,Online/Offline test (Max 30 mins),1,PLACEMENT
"	Classroom teaching for the respective subject as per JEE / Medical entrance curriculum
	Students doubt clearing
	Content development 
	Question paper and question bank preparation
	Completing I Tutor sessions",0.0,531,3 Years,"CTC Offered to the candidates may vary depending upon the quality of the candidate.
[On Training (consolidated gross) (3 months)	: Rs. 50,000/- p.m. On Probation (consolidated gross) (4 months)	: Rs. 60,000/- p.m. On Confirmation (consolidated gross)	: Rs. 70,000/- p.m",AT_AE_AG_AR_BS_BT_ET_CH_CY_CE_CS_EE_EC_ES_EV_GG_TE_IM_MS_MA_ME_MT_MI_NS_NA_PH_ID_RT_MM_WM_RE,2,Balajee Education Pvt Ltd,840000 INR  [840000],Trainee Faculty - Chemistry,Online/Offline test (Max 30 mins),1,PLACEMENT
"	Classroom teaching for the respective subject as per JEE / Medical entrance curriculum
	Students doubt clearing
	Content development 
	Question paper and question bank preparation
	Completing I Tutor sessions",0.0,531,3 Years,"CTC Offered to the candidates may vary depending upon the quality of the candidate.
[On Training (consolidated gross) (3 months)	: Rs. 50,000/- p.m. On Probation (consolidated gross) (4 months)	: Rs. 60,000/- p.m. On Confirmation (consolidated gross)	: Rs. 70,000/- p.m",AT_AE_AG_AR_BS_BT_ET_CH_CY_CE_CS_EE_EC_ES_EV_GG_TE_IM_MS_MA_ME_MT_MI_NS_NA_PH_ID_RT_MM_WM_RE,3,Balajee Education Pvt Ltd,840000 INR  [840000],Trainee Faculty - Maths,Online/Offline test (Max 30 mins),1,PLACEMENT
"This position will build highly available and scalable Enterprise applications.
Provides solutions to technical issues, and are responsible for meeting development schedules and ensuring the delivered solution meets the technical specifications and design requirements.
It will be a dynamic environment with expectation to learn a lot and build a top-quality user interface with lot of controls",,532,No,,AT_ET_CS_EE_EC_ES_TE_IM_MA_RE,1,Northern Arc Capital Ltd,750000 INR  [100000],Associate - Technology,"Resume,Online/Offline test (Max 30 mins)",0,PLACEMENT
"Job Title: Business Analyst
Job Description 
The Business Analyst will work with the stakeholders from appropriate business units and related 3rd parties to define and document the business processes and software requirements for technology initiatives. The primary role entailed here is to understand the ever changing business needs, assessing the change impact on the product and business; capturing the requirements after thorough analysis and delivering these to relevant stakeholders.

We offer an engaging platform for the team wherein we foster high productivity while keeping
It all fun. Looking for the energetic folks out there who can build and lead techie teams to deliver high quality product at a fast pace.

Responsibilities:
	Good understanding of the energy domain.
	Identify market trends for our products and translate that into product requirement.
	Analyzing and review the market response/requirements and communicating the same.
	Eliciting and organizing requirements.
	Present their analysis to executive management in high-level meetings.

Skills:
	Document identified required changes,and communicate them to the relevant teams
	Enabling engineer team to better understand the product needs,to help them better their goals.
	Advising senior management based on customer input and market trends
	Research companies and industries to compare and measure performance guideline
	Skilled in power market studies and customer requirements.
           Educational Qualification & Knowledge required:
	MCA/B.Tech (IT/CS)or related field
	Software development for Energy sector
	Task analysis and evaluating surveys and workshop results",,534,The candidates require to sign a three years service commitment with us.,Notice Period of Three Months to be served by the Candidate at the time of leaving the company.,AT_ET_CY_CS_EE_EC_ES_TE_IM_MA_PH_RE,1,50 Hertz Limited,650000 INR  [356400+ DA 162000+ HRA  129600],Business Analyst,Resume,0,PLACEMENT
"The Financial Modeling Group (FMG) is responsible for the research and development of financial models underpinning the risk management analytics produced at BlackRock. The group also contributes to the infrastructure and software responsible for the production of analytics and the delivery of analytic content to portfolio and risk management professionals both within and outside BlackRock. Given the diversity of business objectives among BlackRock Solutions clients and within BlackRock itself the models developed and supported by the Financial Modeling Group span a wide array of financial products, ranging from equity to fixed income to derivatives. In addition, members of FMG seek to provide analysis and insight on many different levels from analysis of the cash flows of a single bond to the overall financial risk associated with an entire portfolio, enterprise or balance sheet.

Job Purpose/Background:

The Financial Modeling Group focuses on developing mathematical and behavioral models in valuation and risk management, covering asset classes including but not limited to Fixed Income, Equity and Alternatives. This role focuses on alternative investments, particularly private equity and special credit opportunity

Development Value:
►	The position will learn quantitative analysis and behavioral modeling, as well as technology of risk analytics related to variety of asset classes. 
►	In addition, FMG offers learning opportunities in both portfolio management and risk management at the corporate level

Key Responsibilities:
►	Using statistical, econometric and machine learning techniques to model behaviors of various loans, including consumer, SME or corporate
►	Conduct model development through statistical analysis on large datasets
►	Back testing modeling choices
►	Implement the model and integrate the model into Aladdin analytical system  
►	Develop scalable business processes for modeling of various alternative investments
►	They will have the opportunity to work on significant projects that will expand their knowledge and skills, as well as benefit BlackRock
►	They will also help with maintenance and support of our existing models. In addition, they may play important roles towards the research and development of new models.
►	Provide modeling and analytical supports to internal and external clients  
►	Develop models using various technologies and quantitative concepts to deliver on the objectives of the group.

Skills/Qualifications:
►	Strong quantitative skills with good knowledge of statistics and mathematical modeling.
►	Understanding on multi variants regression, machine learning, data visualization and big data tools are highly desirable.
►	Hadoop/Spark/Python/C++/SQL programming skills are plus
►	Exposure to modeling technologies like R/SAS with good command over SQL and UNIX
►	Strong desire to apply these skills to address financial problems and issues that BlackRock encounters in the course of business
►	Progress toward CFA / FRM a plus

Competencies:
►	Strong analytical skills, attention to detail and strong work ethics
►	Possess a positive attitude and ability to work as part of a team in a fast-paced environment
►	Possesses excellent communication and presentation skills
►	Possesses excellent creative and analytical skills
►	Organized in carrying out the responsibilities, possess strong time management skills and should be high on focus",0.0,536,No,,AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Blackrock,1400000 INR  [Bachelor's Degree CTC 1400000 | Master's Degree CTC 1500000],Analyst,"Resume,Online/Offline test (Max 30 mins)",1,PLACEMENT
"A successful candidate will work in a team environment to develop and implement solutions that address our clients business and regulatory needs. Our client base includes some of the largest, most sophisticated financial institutions, regulators as well as government institutions across the globe, providing our Associates with diverse and challenging work experiences. The role will offer substantial opportunities for the candidate to execute high-profile client mandates on complex balance sheet, risk management and regulatory issues. The role also offers ownership and responsibility for production of key mandated client deliverables as well as participation in the drive to secure new client mandates through production of client pitch decks and other materials. The role will also provide opportunity to work closely with senior stakeholders within the firm or at client sites in a multi-cultural and challenging work environment. The role will also provide global travel opportunities to work at client locations. 

 
Key Responsibilities:
	Responsible for execution of high-profile advisory engagements, focused on balance sheet, risk management, stress testing and capital planning
	Connect and collaborate with other FMA members as well as other BlackRock team members globally in close partnership to generate top quality work product and client deliverables
	Supporting project management, preparing client deliverables, stakeholder management and contributing to Business Development initiatives
	Performing financial modelling using statistical/ econometric techniques, data management and data driven analytics
	Leveraging BlackRocks proprietary and b-spoke models to perform quantitative analyses related to asset valuations
	Exercise BlackRocks fiduciary culture of providing the highest quality service to our clients",0.0,536,No,,AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,2,Blackrock,1400000 INR  [Bachelor's Degree CTC 1400000 | Master's Degree CTC 1500000],Analyst,"Resume,Online/Offline test (Max 30 mins)",1,PLACEMENT
" Taking classes at CONCEPTREE centers, where the company gives posting
 Taking doubt classes for students at the center/school
 Reviewing already created study material for further improvement and enhancement
 Developing questions for the purpose of Assignments, Practice Questions, Test Papers, and Daily Practice Worksheets, etc.,
Additional roles and responsibilities will be explained during the joining process.",,537,no,"Excellent communication skills in English is must, in additional knowledge of any south Indian language will be additional (but not the defining criteria) (physics, chemistry or maths",AT_AE_AG_AR_BS_BT_ET_CH_CY_CE_CS_EE_EC_ES_EV_GG_TE_IM_MS_MA_ME_MT_MI_NA_PH_ID_RT_WM_RE,1,CONCEPTREE Learning,600000 INR  [6],Associate Faculty,"Resume,Online/Offline test (Max 30 mins)",0,PLACEMENT
"● Take ownership of a product feature and build it end to end. ● Contribute to the ways the platform can be made much more engaging and can reach out to a larger audience. ● Troubleshoot issues with hardware, software, applications and network. ● Design and build our systems for maximum scalability. ● Work independently on the projects, but guide engineers in building scalable systems. ● Understand issues like response time,scalability, asynchronous systems, user engagement and write code considering these paradigms.",0.0,538,NO,,AT_AE_AG_AR_BS_BT_ET_CH_CY_CE_CS_EE_EC_ES_GG_TE_HS_IM_MS_MA_ME_MT_MI_NA_PH_EP_IP_ID_RT_WM_RE,1,Vedantu Innovations Pvt Ltd,1200000 INR  [1200000],SOFTWARE DEVELOPER,Online/Offline test (Max 30 mins),0,PLACEMENT
Attached with the mail,,539,NA,NA,AT_AE_BT_ET_CH_CY_CE_CS_EE_EC_ES_TE_IM_MS_MA_ME_MT_NS_NA_RT_RE,1,Log 9 Materials Scientific Pvt. Ltd.,800000 INR  [800000/- per annum for graduates; Post Graduates and Ph.D. CTC vary as per the candidate's performance in the interview],Graduate Engineer Trainee,"Resume,Online/Offline test (Max 30 mins)",1,PLACEMENT
"The University is looking for bright, dynamic and highly motivated Ph.Ds for the post of Assistant Professor in each of the disciplines of Chemistry, Physics, Mathematics, Mechanical Engg., Electrical Engg., Chemical Engg., Civil Engg. , ICT/CE , Petroleum Engg. , Humanities and Social Science. The job demands high inclination towards research and a good blend with academics. 
 
Qualifications, Experience and pay scales will be at par with IITs",0.0,541,NO,,AT_CH_CY_CE_CS_EE_EC_GG_TE_HS_MS_MA_ME_MT_PH,1,PANDIT DEENDAYAL PETROLEUM UNIVERSITY,"1265856 INR  [1.Dearness Allowance (12%)	: 8,508
2.House Rent Allowance (24%)  :	17,016
3.Transport Allowance	:8,064
4.Reimbursement for Telephone / Mobile's Bill	:1000
5.Medical Allowance	:2500
6.Children Allowance ( Max 2 Child):	2250
 Cumulative Professional Development Allowance to the extent of Rs. 1,00,000/- per annum 
Group Personal Accident Insurance equivalent Rs.5.00 
lacs.
Group Medical Insurance equivalent to Rs.5.00 lacs.]",ASSISTANT PROFESSOR,Resume,0,PLACEMENT
"Company:Bajaj Finserv 
Job Title:	Unit Manager
Reports to: National Head/ Head of function
Location:	Pune
Grade:	E04A
Position Summary:	The resource hired will be deployed in one of the following roles: Risk Analytics, Data Analytics, Machine Learning, Artificial Intelligence, Business Analytics, Portfolio Analytics & Marketing Analytics. 
Duties and Responsibilities:
	Job role will involve working with large data sets to solve business problems across various functions - marketing, risk, operations, campaigns etc.
	The incumbent will be primarily responsible for advanced analytics / machine learning and data oriented product development.
	The role requires strong program management and execution skills along with technical Interactions with vendor or partners in technical capacity for scope/ approach & deliverables. 
	Develop and productize ML algorithms and AI solutions to deliver customer delight 
	He/ She will develop proof of concept /models to prove or disprove validity of concepts with implementation and integration with core platforms.
	He/ she will work closely with Product, Sales and Risk teams and establishes, maintains professional networks with subject matter experts to support business growth and drive new initiatives.
	Support in managing and improving various offer strategies, control offer generation and distribution through data analysis
	Build statistical models to achieve maximum match and catch rate. (Only for risk Analytics role).
	Will monitor, maintain and improve all scorecards, policies and processes across portfolios and ensure its effectiveness. 
	Application of data science tools and techniques to generate insights from data.
	Build solutions and workflows that can deliver insights at scale and at speed. 
Basic Qualifications:
1.	BE/ B. Tech in any stream.
2.	Should demonstrate high analytical, data interpretation, problem solving and critical thinking ability.
3.	Ability to think logically and structure problems statements
4.	Appreciation for and zeal to solve large business problems through practical solutions
5.	Inquisitiveness around technology changes and ability to quickly adapt to these changes
6.	Should have numerate bent of mind.
7.	Ability to question status-quo and suggest alternate solutions
8.	Should be versed with analytics, predictive modeling, Machine learning, NLP, predictive software development
9.	Knowledge of using R/ python/ Perl (or similar scripting language), along with knowledge of SQL/ SAS/ Scala and Java or any other statistical language.
10.	Capability of handling huge data base and the ability to do root cause analysis.
11.	Knowledge of NLP, ML algorithms, robotics, computer vision etc. would be good
12.	Strong hands-on nature (ability to self-code is a must).
13.	Strong IT & Business interactions capability
14.	Strong team player with exceptional program management. Self-driven & high ownership level is a key.",,542,No,-,AE_AG_AR_BT_CH_CE_CS_EE_EC_IM_ME_MT_MI_NA,1,Bajaj Finance Ltd,"1500000 INR  [CTC- 15 LPA
CTC Break up- 
12 LPA Fixed + 3 LPA Variable (Variable is paid quaterly) + 
1 Lac Retention Bonus (post completion of 6 months)]",Unit Manager,"Resume,GD,Online/Offline test (Max 30 mins)",1,PLACEMENT
"	Job role will involve working with large data sets to solve business problems across various functions - marketing, risk, operations, campaigns etc.
	Theincumbent will be primarily responsible for advanced analytics / machine learning and data oriented product development.
	The role requires strong program management and execution skills along with technical Interactions with vendor or partners in technical capacity for scope/ approach &deliverables. 
	Develop and productize ML algorithms and AI solutions to deliver customer delight
	He/ She will develop proof of concept /models to prove or disprove validity of conceptswith implementation and integration with core platforms.
	He/ she will work closely with Product, Sales and Risk teams and establishes, maintains professional networks with subject matter experts to support business growth and drive new initiatives.
	Support in managing and improving various offer strategies, control offer generation and distribution through data analysis
	Build statistical models to achieve maximum match and catch rate. (Only for risk Analytics role).
	Will monitor, maintain and improve all scorecards, policies and processes across portfolios and ensure its effectiveness.
	Application of data science tools and techniques to generate insights from data.
	Build solutions and workflows that can deliver insights at scale and at speed.",,542,NO,,AE_AG_AR_BT_CH_CE_CS_EE_EC_IM_ME_MT_MI_NA,2,Bajaj Finance Ltd,1500000 INR  [CTC- 15 LPA CTC Break up- 12 LPA Fixed + 3 LPA Variable (Variable is paid quaterly) + 1 Lac Retention Bonus (post completion of 6 months)],Analytics,Online/Offline test (Max 30 mins),1,PLACEMENT
"	Creation, delivery and ongoing management and enhancements of internal/customer facing digital properties, websites and portals.
	Planning, execution and delivery of all digital properties and channels across multiple devices and resolutions.
	Work with partners/vendors and internal teams to create websites/portals and apps using multiple    technologies (preferably Open source) such as Share-point, Angular 7, React JS, HTML5, .NET MVC, CSS3, SVG animations.",,542,NO,,AE_AG_AR_BT_CH_CE_CS_EE_EC_IM_MA_ME_MT_MI_NA,3,Bajaj Finance Ltd,1500000 INR  [CTC- 15 LPA CTC Break up- 12 LPA Fixed + 3 LPA Variable (Variable is paid quaterly) + 1 Lac Retention Bonus (post completion of 6 months)],IT FUNCTION,Online/Offline test (Max 30 mins),1,PLACEMENT
"	Identify, scope out and deliver new platforms for marketing related initiatives
	Undertake all initiatives around building new capabilities and functionalities in existing and new platforms
	Manage platform roadmap and life cycle for all marketing platforms
	Ensure that technology solutions are fit-for-purpose and aligned with architectural principles, standards and roadmaps 
	Develop coding and development standards, ensuring solutions are suitably assured and of quality
	Responsible for creation of REST, PULL & PUSH APIs across our 3rd party partner ecosystem
	Development & integration of widgets across world wide web 
	Work directly with external developer agencies to deliver new capabilities
	Identify, onboard and actively manage a large ecosystem of partners platform providers & developers
	Develop long term partnerships with key technology providers.
	Delivery timelines - Platform betas - # of widgets 
- # of errors reported - # of test scenarios - Business KPIs",0.0,542,no,,AE_AG_AR_BT_CH_CE_CS_EE_EC_IM_MA_ME_MT_MI_NA,4,Bajaj Finance Ltd,1500000 INR  [CTC- 15 LPA CTC Break up- 12 LPA Fixed + 3 LPA Variable (Variable is paid quaterly) + 1 Lac Retention Bonus (post completion of 6 months)],MARKETING TECHNOLOGY,Online/Offline test (Max 30 mins),1,PLACEMENT
"Role:

Online learning platform that serves thousands of lesson hours every day.  Were reimagining this platform to push the boundaries of what is possible in a browser.
	Work on some high end technologies
	Research, conceive and develop
	Partner across engineering, data science, design, marketing, product and other member of the team to develop ideal solutions
	Build scalable applications and own end-to-end product design and development: Support functional design, help build code from scratch and own deployment of your code and solutions to our users
	Develop solutions to some of the most challenging web UI and interactive browser based application problems
What is Chegg?
An always on digital learning platform.
Chegg puts students firstEverything we build in this company is student-focused, making us the leading student-first connected learning platform. Chegg strives to improve the overall return on investment in education by helping students learn more in less time and at a lower cost. This is achieved by providing students a multitude of educational tools from affordable textbook rentals to Chegg Study which supplements their learning through 24/7 tutor access, step-by-step help with questions, and more.  Chegg is a publicly-held company based in Santa Clara, California and trades on the NYSE under the symbol CHGG.

Why do we exist?
Students are working harder than ever before to stabilize their future. Our recent research study called State of the Student shows that nearly 3 out of 4 students are working to support themselves through college and 1 in 3 students feel pressure to spend more than they can afford. We founded our business on provided affordable textbook rental options to address these issues. Since then, weve expanded our offerings to supplement many facets of higher educational learning through Chegg Study, Chegg Math, and Chegg Internships and more to support students beyond their college experience. These offerings lower financial concerns for students by modernizing their learning experience. We exist so students everywhere have a smarter, faster, more affordable way to student.
	 Video Shorts - Life at Chegg: https://jobs.chegg.com/Video-Shorts-Chegg-Services
	Certified Great Place to Work!: http://reviews.greatplacetowork.com/chegg
	Corporate Career Page: https://jobs.chegg.com/
	Chegg India: http://www.cheggindia.com/
	Chegg Israel: http://insider.geektime.co.il/organizations/chegg
	Chegg is an equal opportunity employer
	For more information, visit www.chegg.com",,543,NO,,AT_CS,1,Chegg India Pvt. Ltd.,1178400 INR  [1200000],Software Engineer I,Online/Offline test (Max 30 mins),0,PLACEMENT
"Business Analyst  Digital Marketing Sokrati, a leader in Paid Search & Social Advertising, provides a
sophisticated technology solution to efficiently manage Digital Marketing campaigns for several large
brand clients in India. The platform deals with 20M+ impressions per day, real-time optimization
algorithms, a scalable & intuitive analytics platform and more - all developed inhouse. We are currently
a 650+ people team; and growing extremely fast to gain more market share and roll out even cooler
technology solutions in Digital Advertising space. In pursuit of this, Sokrati seeks to hire talented
Business Analysts to deliver best in class account management solutions and the best possible Digital
Advertising experience in the industry.
You will be:
 Responsible for day to day digital ad-operations of client accounts, requiring interaction with
both internal and external stakeholders.
 Understanding client goals, creating and executing strategies to exceed these goals.
 Preparation and analysis of performance reports & review with clients.
 Providing strategic insights on the landing page, ad creative etc.
 Spot new opportunities for account expansion & optimization.
If you are:
 A tech graduate (BE, B.Tech) & having experience of 0-1 year (maximum)
 A firm believer in stats and can weave stories around numbers.
 Passionate about devising & executing creative strategies to manage client accounts.
 Aggressive about meeting goals & timelines. A Multi-tasking super hero.
 A Detail junkie to spot new opportunities & propose them to clients.
 A Creative thinker with out-of-box solutions.
 A Great communicator with undivided focus on satisfying customers.
And if you're excited about:
 Being a part of company doing something amazing & redefining stuff.
 Making a splash in a multi-billion-dollar Digital Advertising industry
 Learning & Growing far beyond your current horizon
 Competitive Compensation with the usual benefits
 A place full of like-minded & ridiculously smart folks
 A start-up culture that you'd cherish forever in your work life
Then, we would love to have a chat with you Note - We have a cooling period of 6 months and we do
not accept duplicate entries",,545,NO,,AT_AE_AG_AR_BS_BT_ET_CH_CY_CE_CS_EE_EC_ES_EV_GG_TE_HS_IM_MS_MA_ME_MT_MI_NS_NA_PH_EP_IP_ID_RT_MM_WM_RE,1,Merkle Sokrati,438000 INR  [4.38 LPA (4 L fixed + retention bonus of 20 k + Gratuity & Mediclaim)],Business Analyst,Online/Offline test (Max 30 mins),0,PLACEMENT
"Responsibilities:

As member of central physical design team, you will provide backend design service for multiple Marvell SOC design groups, from floor planning, power grid design, place and route, clock tree synthesis, timing closure, power/signal integrity analysis, to physical verification (DRC/LVS/Antenna). You will have the opportunity to work on many varieties of challenging designs, i.e. low power and high speed SOCs. You will work closely with frontend and integration team to ensure successful tapeouts.

Requirements:

	BE/BTech in EE/EC + 2 years or ME/MTech in EE/EC with 0-1 years of experience.
	Exposure on ASIC design, layout and semiconductor device/process through previous work/intern experience or course work.
	Experience with scripting/programming using Tcl/Tk/Perl.
	Detail oriented, self-motivated team worker, good verbal and written communication skills.
	Previous experience on physical design and automatic place and route a plus. i.e. Knowledge of Synopsys/Cadence P&R tools.
	Previous experience on custom layout and physical verification a plus.
	Previous experience on synthesis/STA a plus",0.0,546,NO,,AT_EE_EC_TE_RE,1,Marvell Semiconductor,1300000 INR  [Total CTC : 1978515 ; Fixed : 1300000],Hardware Engineer,"Resume,Online/Offline test (Max 30 mins)",1,PLACEMENT
"Responsibilities:
	Understanding the requirements of the product
	Designing and Developing the product using Linux. C++, Python
	Prototyping new modules for future products
	Enhancing and maintain existing Marvell products using C/C++
	Unit testing various modules, and running required System and Integration tests using Perl/Python
Minimum Qualifications: 
	Candidate MUST be currently pursuing a BS/MS (preferred) degree in CS/EE or related technical field(s)
	0-1 years of previous experience
Preferred Qualifications:
	Excellent Design and Development experience, pursuing an MS in EE/CS and good verbal and written communication skills
	Good understanding of CPU architecture, MMU, Interrupts etc.
	Good understanding of OS concepts like Paging, Virtual Memory, System calls etc.
	Good understanding of Linux/Unix/BSD Internals, with experience working on Multi-threaded systems
	Strong Programming Skills in C/C++, in a Unix type environment, with good problem solving skills
	Academic, hobby or professional projects demonstrating experience in the above skills is a big plus
	Experience working RTOSes and Embedded systems is a big plus",0.0,546,No,NO,AT_CS_EE_EC_TE_MA_RE,2,Marvell Semiconductor,1300000 INR  [Total CTC: 1978515 ; Fixed: 1300000],Software Engineer,"Resume,Online/Offline test (Max 30 mins)",1,PLACEMENT
"Responsibilities:
 
As member of the central engineering design for test team, you will provide DFT design service for ASICs and/or multiple Marvell SOC design groups, from DFT planning, DFT synthesis, verification, ATPG and test pattern simulations. You will have the opportunity to work on challenging designs. You will work closely with backend, integration team and the test engineers to ensure successful tapeouts and silicon bring up and testing.
 
Requirements:
 
	BE/BTech in EE/EC + 2 years or ME/MTech in EE/EC with 0-1 years of experience.
	Exposure to ASIC design, test and semiconductor device/process through previous work/intern experience or course work
	Experience with scripting/programming using Tcl/Tk/Perl.
	Detail oriented, self-motivated team worker, good verbal and written communication skills.
	Previous experience on DFT and simulations is a plus
	Any knowledge and exposure to Synopsys/Cadence/Mentor DFT tools and flows is highly desirable (DFTMax/Tetramax/Genus/Modus/Tessent etc..)
	Knowledge and exposure to synthesis/STA is desirable",0.0,546,No,,AT_EE_EC_TE_RE,3,Marvell Semiconductor,"1300000 INR  [Total CTC: 1978515 , Fixed CTC: 1300000]",Hardware Engineer,"Resume,Online/Offline test (Max 30 mins)",1,PLACEMENT
"Responsibilities:
	As member of the central engineering verification team, you will provide Verification design service for ASICs and/or multiple Marvell SOC design groups
	Opportunity to work complete SoC verification flow starting from verification architecture & plan, develop reusable test bench development & test cases using UVM/SV, C/C++, TLM(SystemC), testing, coverage analysis and verification closure.
	Opportunity to work in multi core ARM subsystem architecture, ARM protocols like AMBA5, AMBA4, etc. Also strong exposure to latest standard interfaces like DDR4, PCI-e, USB3, etc. 
	You will work closely with Front end design team ensure successful tapeout.

Requirements:
	BE/BTech in EE/EC + 2 years or ME/MTech in EE/EC with 0-1 years of experience.
	Experience in coding language like systemverilog, Verilog, C/C++ or Assmebly language in Test bench development in any of the languages through course work or previous work/intern experience.
	Experience in Verification methodology like UVM or VMM or OVM through course work or previous work/intern experience.
	Experience in scripting/programming using Tcl/Tk/Perl through course work or previous work/intern experience.
	Strong Digital Design concepts.
	Good team player, self motivated  and eager to learn new protocol and coding languages.",0.0,546,NA,,AT_EE_EC_TE_RE,4,Marvell Semiconductor,1300000 INR  [1978515],Design verification Engineer,"Resume,Online/Offline test (Max 30 mins)",1,PLACEMENT
"Role - Software Engineer
	The Software Development Engineer's core responsibilities include working on highly-maintainable and unit tested software components/system that address real world problems. You will be working in a fast paced and agile work environment delivering quality solutions that have immediate business impact.
Must Have skills -
	Good in data structures and algorithms and their time and space complexities.
	Ability to work independently, self-motivated and detail-oriented.
	Strong problem solving skills.
	Strong technical aptitude and a good knowledge of CS fundamentals.
	Database basics should be clear.
	Knowledge of one language C / Java / C++. (Ruby / Python is a plus)
Personal Skills -
	Bachelors in Computer Science. 
	Excellent Communication & Presentation Skills and a good team player.",,547,No,,AT_ET_CS_EE_EC_ES_TE_IM_MA_RE,1,1MG Technologies Pvt. Ltd.,"15 INR  [20 LPA (15L - Fixed, 3L - Retention Bonus & 2L- Joining Bonus)]",Software Engineer,GD,0,PLACEMENT
"LThe software engineer will play a key role in developing innovative IOT products and services leveraging our fog computing platform. The successful candidate will be expected to work closely with his/her peers and will be deeply involved in the requirement gathering, design, development, testing, deployment, and technical support of IOT products.",,548,NIL,NIL,AT_ET_CS_EE_EC_ES_TE_IM_MA_RE,1,Smartiply India Pvt Ltd,1400000 INR  [1400000 includes 100000 paid as retention bonus after 6 months of joining date.],Embedded System Engineer - IOT,"Resume,Online/Offline test (Max 30 mins)",0,PLACEMENT
"The software engineer will play a key role in developing innovative IOT products and services leveraging our fog computing platform. The successful candidate will be expected to work closely with his/her peers and will be deeply involved in the requirement gathering, design, development, testing, deployment, and technical support of IOT products.",,548,NIL,NIL,AT_ET_CS_EE_EC_ES_TE_IM_MA_RE,2,Smartiply India Pvt Ltd,1400000 INR  [1300000+100000 (retention bonus paid six months after joining date)],Software Engineer  IOT,"Resume,Online/Offline test (Max 30 mins)",0,PLACEMENT
