about,address,category,city,com_id,company,country,employees,reference,sector,turnover,website,zipcode
"
ADROSONIC was founded in late 2013 with a vision to be an innovative and business focused Digital Consulting firm empowering Organisations with a complete framework of IT Solutions and Services. We are fast-growing digital consulting firm with offices in UK and India having an expertise in:
- Digital Assurance Services (Providing full spectrum of Quality Assurance & Automation including Robotic Process Automation) 
- Application Services - Mobile Application Development 
- Data Analytics 
- CRM Strategic Consulting (Salesforce, CRM Dynamics) 
- Digital Consulting for SMEs Innovating in ways that empower customers to reach anyone in todays connected world.
","
Unit 3&4, 4th Floor, D Wing, ADROSONIC,
","
Private
",Mumbai,31,ADROSONIC IT Consultancy Services Pvt Ltd,India,"
Between 100 to 500
","
Contacted by CDC
","
IT/Software
","
Below 50
",www.adrosonic.com,400059
,"
B5, Second floor, Yosemite, AISEZ, Airoli, Navi Mumbai, Thane Belapur road, Maharashtra 400708
","
Private
","Airoli , Navi Mumbai",75,Capgemini Technology Services India ltd,INDIA,,"
Self
","
IT/Software
",,www.capgemini.com,400708
"
Zinier builds Software for Automated Field Service Management using Machine Learning Technologies.
","
1419 Chapin Ave. Suite 201
","
StartUp
","Burlingame, CA 94010",105,Zinier,USA,"
Between 50 to 100
","
Self
","
IT/Software
",,www.zinier.com,94010
"
SRI CHAITANYA IS ASIA'S LARGEST EDUCATIONAL ORGANISATION RUNNING IT'S OWNGOVT. RECO. SCHOOLS AND COLLEGES FOR CLASS LKG TO CLASS XIITH ACROSS THE COUNTRY. IT'S ALL INDIA NO.1 INSTITUTION FOR GIVING COACHINGFOR JEE MAIN/ADVANCED AND NEET ENTRANCE EXAMINATIONS. EVERY YEAR THOUSANDS OF OUR STUDENTS ARE GETTING ADMISSIONS IN VARIOUS IIT'S, NIT'S,IIIT'S AND AIIMS, JIPMER LIKE INSTITUTES ACROSS THE COUNTRY.MORE THAN 40,000 OF TEACHING AND NON TEACHING EMPLOYEES ARE WORKING IN THIS ORGANISATION.IT HAS MORE THAN 2000 CAMPUSES ACROSS THE COUNTRY.
","
304, KASETTY HEIGHTS, AYYAPPA SOCIETY MAIN ROAD , MADHAPUR
","
Private
",HYDERABAD,318,SRI CHAITANYA EDUCATIONAL INSTITUTIONS,India,"
>5000
","
Self
","
Others
","
Between 1000 to 5000
",WWW.SRICHAITANYA.NET,500081
,"
2 Floor, Umiya Business Bay, Tower 1, Cessna Business Park
","
Private
",BANGALORE,648,BRIDGEi2i Analytics Solutions,India,"
Between 500 to 1000
","
Alumini Contact
","
Consulting
",,www.bridgei2i.com,560103
"
Uniworks Pvt. Ltd has built a versatile team of architects, builders, interior designers, project managers, site supervisors, artists and administrators, a composite team of engineers, designers, landscaping experts, skilled workforce and thinkers working within the field of architecture, project management, interior design, landscape design, product design, AI-based construction management.
","
Uniworks Designs 1st floor Lamba Trendz Unity, Madhapur
","
Private
",Hyderabad,473,Uniworks Designs Pvt. Ltd,India,"
Between 50 to 100
","
Contacted by CDC
","
Professional Services
","
Below 50
",www.uniworksdesigns.com,500081
"
Merilytics is a fast-growing, analytics company offering advanced and intelligent analytical solutions to clients globally. We combine domain expertise, advanced analytics and technology to provide robust solutions for clients- business problems. You can find further details about the company at https://merilytics.com 
We partner with our clients in the CPG, Retail, Media & Entertainment, Consumer Finance industries etc. by providing analytical solutions to generate superior returns. We solve clients- business problems by analysing large amount of data to help guide their Operations, Marketing, Pricing, Customer Strategies, and much more.
","
Merilytics
","
Private
",Hyderabad,77,Merilytics,IN,"
Between 100 to 500
","
Alumini Contact
","
Analytics,Consulting
",,www.merilytics.com,500084
,"
Pritech Park,6th Floor (Wing A), Building No. 5, Outer Ring Road, Bellandur, Bangalore, Karnataka  560103
","
Private
",Bangalore,639,APMSE Software Services Pvt. Ltd. (EagleView),India,"
Between 100 to 500
","
Self
","
IT/Software
",,www.eagleview.com,560103
"
Indian Political Action Committee (I-PAC) is the platform of choice for students and young professionals to participate in and make meaningful contribution to political affairs and governance of the country, without necessarily being part of a political party.
Started as Citizens for Accountable Governance (CAG) in 2013, I-PAC has brought some of the best minds from diverse academic and professional backgrounds together and provided them with a unique opportunity to become a part of the election process and influence policy making in India.
I-PAC works with visionary leaders with a proven track record. In the process, the group helps them set a citizen-centric agenda and partners with them to conceptualize & implement the most effective methods of taking it to the public and gathering mass support.
","
11th Floor, Tower - 1, GODREJ WATERSIDE
","
Private
",Kolkata,631,Indian PAC Consulting Pvt Ltd,India,"
Between 1000 to 5000
","
Self
","
Consulting,Management
","
Between 50 to 100
",www.indianpac.com,700091
"
BeeHyv Software Solutions is a software product engineering firm based in India providing Outsourced Software Product Development (OPD) services. We are experts in developing products on multiple technology platforms. We offer niche, high end but cost effective skills in developing world class products. Majority of our engineers are alumni of Indian Institute of Technology (IIT), a premier institute of technology in the world.
","
BeeHyv Software Solutions Pvt Ltd Raja Praasadamu, Level 3 Plot No. 6, 6A and 6B, Masjid Banda Road, Botanical Gardens Road, Kondapur Hyderabad - 500084
","
Private
",Hyderabad,299,BeeHyv Software Solutions Pvt Ltd,India,"
Between 50 to 100
","
Contacted by CDC
","
IT/Software
","
Below 50
",www.beehyv.com,500084
,"
2nd Floor, Tower D, IBC, 4/1
","
Private
",Bangalore,85,BYJU'S - The Learning App,India,"
>5000
","
Self
","
Teaching / education
",,byjus.com,560029
"
Investing globally, Capital Dynamics is Asias first global investment house with offices in
Kuala Lumpur, Singapore, Sydney, Hong Kong and Shanghai. Led by Tan Teng Boo, it is
the first Asian fund manager to obtain the Australian Financial Services Licence, the first
ASEAN fund manager to obtain Hong Kongs retail Type 9 licence and is also Malaysias
first independent investment adviser.
We are regulated by the Australian Securities and Investments Commission, the
Monetary Authority of Singapore, Malaysias Securities Commission and the Securities &
Futures Commission of Hong Kong.
As a fund manager, we serve our clients in two ways: 
1) Individually managed accounts for individuals, corporations, and institutions. 
2) The i Capital family of managed funds accessible to retail, corporate and institutional investors.
Our investment advisory service is provided in English and Chinese via the i Capital, a weekly investment publication, and
through digital platforms, i.e. www.icapital.biz and its mobile apps.

Our philosophy is premised on our 3 is  Independence, Intelligence, Integrity
","
16th Floor, Plaza First Nationwide
","
MNC
",Kuala Lumpur,155,Capital Dynamics group,Malaysia,"
Between 50 to 100
","
Contacted by CDC
","
Finance
",,www.capitaldynamics.biz,603 2070 2104
"
At Enquero Global, we accompany our enterprise customers in their digitalization journey by helping them understand whats possible, determine whats valuable, and implement whats meaningful. Enqueros platforms and people are the key to doing these successfully, by connecting data, contextualizing experiences and enhancing digital capabilities. Our focus areas are Digital Capability Enablement, Advanced Analytics, Machine Learning and Experience Design. 
 
At Enquero, you will be part of a dynamic work environment and surrounded by some of the top professionals in business consulting and technology implementations. No matter what level you are at in your career, we believe that everyone, from our interns to senior leaders, can learn something from each other. The free flow of ideas within our company ensures innovative products built by innovative peopl
","
3rd Floor
","
StartUp
",Bengaluru,194,Enquero Global,India,"
Between 500 to 1000
","
Contacted by CDC
","
IT/Software,Analytics
","
Between 100 to 500
",www.enquero.com,560095
"
COMPANY OVERVIEW:
GAIN Credit is the new name for the Global Analytics group of companies. We are an award-winning and market-leading fintech company dedicated to providing credit to customers who arent served fully by mainstream financial services. Our brands (Lending Stream, Drafty and Oye!) provide a range of lending products, backed up by world-class analytics, software and operations experience. Our primary business operates in the UK market, with head-quarters in San Diego and offices in London, Chennai and Noida.
OUR GROUP OF COMPANIES:
1. GAIN Credit LLC. operating in the United Kingdom
2. Global Analytics India Private Limited. and Oye Fintech Private Limited. operating in India
3. GAIN Credit, Inc., GAIN Credit Holdings, Inc. and GAIN Credit India Holdings, Inc. operating in the United States
","
GLOBAL ANALYTICS INDIA PVT LTD (a subsidiary of GAIN CREDIT INC.) Pacifica Tech Park, 101A, First Floor 23, Old Mahabalipuram Road Navallur Chennai, India  603 103
","
Private
",Chennai,242,Global Analytics India Pvt Ltd,India,"
Between 100 to 500
","
Self
","
Finance
","
Between 100 to 500
",WWW.GAINCREDIT.COM,600103
,"
Mantri Commercio, Belandur
","
Private
",Bangalore,663,JDA Software,India,"
Between 1000 to 5000
","
Self
","
IT/Software
","
Between 1000 to 5000
",www.jda.com,560102
"
Vedantu is India's leading Online tutoring company which enables students to learn LIVE with some of India's best curated teachers. Vedantu`s USP is its quality of teachers. The company has 500+ teachers who have taught more than 1 Million hours to40,000+ students spread across 1000+ cities from 30+ countries. Vedantu is founded by IITian friends who have been teachers themselves with over 13 years of teaching experience and having taught over 10,000 students.

Vedantus online tutoring platform enables LIVE learning between a teacher and a student. On Vedantu a teacher is able to give personalized teaching using two way audio, video and white boarding tools where both teacher and student are able to see, hear, write and interact in real-time. Imagine it like 'Skype' custom made for education. Vedantu caters to 6th grade to 12th grade and prepares for school boards, competitive examinations and has co-curricular courses as well.

Vedantu`s founders Vamsi Krishna, Anand Prakash and Pulkit Jain did their first venture in education, Lakshya, in 2006 which later got acquired by a listed company called MT Educare (Mahesh Tutorials) in 2012. As part of Lakshya the founders taught and mentored more than 10,000 students and trained more than 200 teachers between them.

Website: www.vedantu.com

About Vedantu (by founders): https://youtu.be/wC0ZxwEmpPQ

TedX talk by Vamsi Krishna : Everyone is a teacher! | Vamsi Krishna | TEDxWalledCity

Awards
Vedantu: CNBC Young Turks 2016
TedX Delhi Speaker on Education
Vedantu: KINSES (Kaisen & Insead & NYU Stern Education Symposium)) 2016 EduAwards
Vedantu: DNA & Stars 8th Innovative Education Awards on Best Organization to Develop Technology For Education
Vedantu: 5th ELETS World Education Summit award 2015
Vedantu: 'Best Education Startup' byIndian Startup Entrepreneurship & Disruptive Innovation Awards 2015
Vedantu: Sutra HR: Featured as one of the Top 100 Startups to Watch in 2016
Lakshya: TATA-NEN Hottest startup award in 2010
Lakshya: FYSE Top 100 startups in South East Asia
","
Vedantu Innovations Pvt Ltd
","
Private
",BENGALURU,393,Vedantu Innovations Pvt Ltd,India,"
Between 1000 to 5000
","
Self
","
IT/Software,Teaching / education
","
Between 50 to 100
",www.vedantu.com,560102
,"
#1603 G2, PS Srijan Corporate Park, Block GP, Sector V Salt Lake
","
Private
",Kolkata,99,Vehere Interactive,India,"
Between 50 to 100
","
Self
","
IT/Software
",,https://vehere.com/,400071
"
CollegeDoors is a leading online test platform for competitive exams, currently focused on Engineering (JEE Main, JEE Adv, BITSAT etc.) and Medical (NEET, AIIMS) entrance examinations. CollegeDoors has many reputed coaching classes as its customers, nearing 100 across 40+ cities.
","
282, Powai Plaza,
","
Private
",MUMBAI,404,CollegeDoors (Seshat Technologies Pvt. Ltd.),India,"
Below 50
","
Contacted by CDC
","
Teaching / education
","
Below 50
",www.CollegeDoors.com,400076
"
Cubastion Consulting Pvt Ltd is a technology service provider. With a specialization in Siebel CRM and its ancillaries (OBIEE, BIP, AIA, OPA) technologies, Cubastion engages into consulting assignments with large size companies helping them manage their CRM landscape. With over a decade of experience in industries like manufacturing, automobile, consumer goods, communication, Cubastion has emerged from being a technology service provider to a consulting organization. Cubastion has worked on projects starting from green field implementation of CRM programme to assignments where they re-crafted the whole CRM programme extending the capabilities and inturn improving the overall customer experience.
","
Cubastion Consulting, 701, Tower- 2, Vatika Business Park, Sector-49,Sohana Road,
","
Private
",Gurgaon,301,Cubastion Consulting Pvt Ltd,India,"
Between 100 to 500
","
Contacted by CDC
","
IT/Software
",,www.cubastion.com,122009
"
Green Point Technology Services (India) Pvt Ltd is a leading ITES and Software provider, headquartered in New York, USA with operations in India (Belapur, Navi Mumbai) and Israel. We provide Software and IT enabled services to our clients in USA by Latest Microsoft Technologies solutions. GreenPoint is specialized into IT enabled Services, Software and Mobile Application, Product Development and Designingand Strategic IT Consulting.
Tomorrows Genius India Pvt Ltd isa subsidiary of GreenPoint Global. TG India (P) Limited has launched a technology platform that will enable tutors and institutions to take advantage of technology and seamlessly expand their reach without additional investment in infrastructure. It can be effectively used to supplement and even replace face-to-face teaching efforts with a completely web based solution. The platform comes coupled with the added benefits of content sharing, creating and evaluating assessments, as well as reporting results. It is intended to revolutionize the teaching methodology in India. This revolutionary product is named as TG Campus (www.tgcampus.com).
","
Unit#T241, 4th Floor, Tower#10, International Technology Center, CBD Belapur Station Complex, CBD Belapur, Navi Mumbai - 400614
","
Private
",Navi Mumbai,371,Green Point Technology Services (India) Pvt Ltd - [Tomorrow's Genius],India,"
Between 100 to 500
","
Contacted by CDC
","
Teaching / education
","
Below 50
",www.tgcampus.com,400614
"
The IEM group is an acclaimed educational group amongst the industry-centred academic training organisations of today. IEM has set sublime standards in addressing the technical and managerial resource shortage in the new era of dynamic globalisation. The IEM group has risen to fame for its strong foundation in teaching and R&D in multifaceted areas. It aims to serve the future generation as well as the Nation through its commitment towards self sufficiency and unmatchable excellence. 
Since its inception, the IEM group has surpassed innumerable benchmarks of achievements and accreditations. Today IEM flaunts a colossal network of expansive operations led by an awe-inspiring student force who are the torchbearers of a better tomorrow.The IEM Group has opened up the doors for young minds who dare to dream. It encourages the spirit of free enquiry and imagination. In this temple of learning, dreams take shape. The educational group attempts to inculcate the sense of human values and discipline in students to make them respectable human beings.It encourages learners to learn, to realize their potential and imbibe the best practices.
i)IEM has been ranked A Category by NAAC (National Assessment and Accreditation Council)
ii)IEM has won the title of the Jewel of the East by Telegraph
iii)IEM has ranked the 3rd best engineering college in West Bengal after IIT Kharagpur and NIT Durgapur by NIRF (National Institutional Ranking Framework), Ministry of HRD, Govt of India, and 79th all across India, where all IITs, NITs
iv) IEM has won the title of Picture Perfect by ABP Group
v) IEM has achieved the best institute of India in Star News Award
vi)UEM Jaipur won the Education Excellence Award from Competition Success Review in 2017
vii)UEM Jaipur won the International Best Engineering Institute Award under the Education Leadership Program of Golden give Tigers Award, 2017
viii)UEM Kolkata has won AAA category (first 10 institutes nationally among all institutes of India including all IITs and NITs) in NPTEL program (IIT Kharagpur and IIT Chennai)
ix)UEM Kolkata student has stood 1st amongst all students of India in NPTEL program
x) UEM Jaipur and UEM Kolkata organized UEMCON-2016 in Columbia University, New York, USA in association with IEEE New York, IEEE USA and IEEE Region 1
xi) The educational group has one of the strongest Placement Cells in the country. Right from its inception both IEM and UEM have provided for 1 to 2 jobs on an average for all its students. The same story has been repeated even in the year 2016 with all students of both IEM and UEM getting 1 to 2 job offers on average.
","
Y12 Electronics Complex
","
Private
",Kolkata,183,Institute of Engineering & Management,India,"
Between 100 to 500
","
Contacted by CDC
","
IT/Software,Teaching / education
","
Between 100 to 500
",www.iem.edu.in,700091
"
We build software that drives the business of our customers; enterprises and software product companies with software at the core of their digital transformation.
","
Aryabhata- Pingala, 9A/ 12 Erandwana CTS No 12A / 12Pune 411004 India
","
MNC
",Pune,163,Persistent Systems Limited,India,"
>5000
","
Contacted by CDC
","
IT/Software
","
Between 1000 to 5000
",www.persistent.com,411004
"
Tata Consultancy Services Limited (TCS) is an Indian multinational information technology (IT) service and consulting company headquartered in Mumbai, Maharashtra, India. It is a subsidiary of Tata Group and operates in 149 locations across 45 countries.
TCS is the largest Indian company by market capitalization. TCS is now placed among the most valuable IT services brands worldwide, with a revenue of 20.9 billion and employee strength of 424,285 as on 2019.
","
Gitanjali Park SEZ, IT/ITES SEZ, Plot- IIF / 3 Action Area - II, New Town, Rajarhat
","
MNC
",Kolkata,110,Tata Consultancy Services Ltd.,India,"
>5000
","
Alumini Contact
","
IT/Software
","
>5000
",http://www.tcs.com,700156
,"
Plot No. 96, Patparganj Industrial Area
","
Private
",Delhi,679,Vidyamandir Classes,India,,"
Self
","
Teaching / education
",,www.vidyamandir.com,110092
"
ZeMoSo Technologies, (http://www.zemosolabs.com/) was founded by a team with a track record of building successful software product companies. Our last success was YASU Technologies which was acquired by SAP AG (you can read more about it here: http://www.businessstandard.com/india/news/sap-buys-yasu-tech/301602/)
","
8th Floor, MJR Magnifique, Near Raidurg Police station, Gachibowli road, Hyderabad500008
","
Private
",Hyderabad,412,ZeMoSO Technologies Pvt Ltd,India,"
Between 100 to 500
","
Self
","
IT/Software
",,https://www.zemosolabs.com/,500008
"
Aakash Institute is synonymous as a leader in the competitive coaching industry. A pioneer in Medical coaching and is currently expanding its footprint in the JEE Coaching vertical as well.
","
4A, 23 Circus Avenue
","
Private
",Kolkata,531,Balajee Education Pvt Ltd,India,"
Between 500 to 1000
","
Self
","
Teaching / education
","
Between 100 to 500
",https://www.aakash.ac.in/,700017
