about,address,category,city,com_id,company,country,employees,reference,sector,status,turnover,website,zipcode
"
ARC Document Solutions India Pvt. Ltd. (formerly known as American Reprographics Company India Pvt. Ltd.) is a subsidiary of ARC Document Solutions (Formerly known as American Reprographics Company), California, USA.
It is a public limited Company in USA, with the ticker symbol ARC, enlisted in New York Stock Exchange, having more than 2500 employees, with revenue of 400 million dollars, located in more than 350 locations. ARC 1s the largest document management company in the world, providing sophisticated document ' management services to the architectural, engineering & construction industry, as well as to other industries that require sophisticated document management services. The Company provides its core services through a proprietary suite of construction related technology products, a nationwide network of locally branded reprographics service center, and more than 2200 facilities management programs at customers locations throughout the country. Service centers are digitally as connected cohesive network, allowing the company to provide its services to more than 65000 active customers both locally and nationally.
","
EM-4/1, 7th Floor, Sector - V, Salt Lake,
","
Private
",Kolkata,345,ARC DOCUMENT SOLUTIONS INDIA PVT. LTD.,India,"
Between 100 to 500
","
Alumini Contact
","
Investment Banking
",1,"
Between 1000 to 5000
",www.e-arc.com,700091
"
Ebara Corporation is a manufacturer of environmental and industrial machinery. The corporation has a focus onwindandhydropowertechnologies, suchaspower-­‐pumpsandcompressors.Astheupshotofthese efforts, EBARA will continue to be a company that makes a far-­‐reaching contribution to society at large through provision of superior technologies and excellent services during the next 100 years as well.
The EBARA Group globally operates three business segments: the Fluid Machinery and Systems Business, the Environmental Engineering Business, and the Precision Machinery Business. These businesses are operated throughthreein-­‐housecompanies:theFluidMachineryandSystemsCompany,theEnvironmental Engineering Company, and the Precision Machinery Company, which individually oversee the relevant businesses. The EBARA Group takes the lead in the areas related to water, air, and environment to respond to customer needs.
","
11-1 Haneda Asahi-cho, Ohta-ku, Tokyo 144-8510, Japan
","
Private
",Tokyo,346,EBARA CORPORATION,Japan,"
>5000
","
Contacted by CDC
","
Core Engineering
",0,"
Between 1000 to 5000
",http://www.ebara.com/en/,1448510
"
Helium is a Process Industry who deals with the customers requirement globally.Specialist in Supply Chain Planning, Manufacturing Management and Optimization, Advanced Process Control, Simulation and Process Modeling, Manufacturing Execution Systems, Analytics and Integration, and Support and Training. For more details visit our website http://www.heliumconsulting.com/https://www.linkedin.com/company/helium-consulting-private-limited/about/
","
100, NCL Innovation Park,
","
StartUp
",PUNE,347,Helium Consulting Private Limited,India,,"
Contacted by CDC
","
Consulting
",0,,http://www.heliumconsulting.com,411008
"
We are a generation of millennial who dream as big as their idols. We look up to them but fail to learn from them. We eagerly wait for snippets of their experiences, journeys, and work which otherwise get lost in our daily news feed. We ask a lot of questions, but they go unnoticed. We want to learn, but need our idols to teach. So we built Xpert.

Xpert is India's largest Celebrity Q&A Platform and a subsidiary of releaseMyAd. We are incubated under releaseMyAd and are HQ'd in Sec-V Kolkata. We intend to transform the way celebrities connect with their fans and are working hard to help redefine the media of tomorrow. We are a team of 50, who are young, passionate & hungry.
","
DN18, Sector V, Saltee Tech Park, 10th Floor, Salt Lake, Kolkata, West Bengal 700091
","
Private
",Kolkata,348,Xpert.tv,India,"
Between 50 to 100
","
Contacted by CDC
","
Others
",0,"
Below 50
",xpert.tv,700091
,"
","
",,349,Fresenius Kabi Oncology ltd,,,,"
",0,,,
,"
","
",,350,DexHigh Services Private Limited,,,,"
",0,,,
,"
","
",,351,Patentwire Consultants Pvt. Ltd.,,,,"
",0,,,
,"
Piramal Enterprises Limited Piramal Ananta, Agastya Corporate Park, Opposite Fire Brigade, Kamani Junction, LBS Marg, Kurla (West), Mumbai 400070 Maharashtra, India CIN: L24110MH1947PLC005719 Tel: +91-22-3802 3000/4000 Fax: +91-22-3802 3084
","
Private
",MUMBAI,352,Piramal Pharma Solutions,India,"
Between 1000 to 5000
","
Self
","
Manufacturing
",0,,www.piramalpharmaoslutions.com,400070
"
Xilinx is the leading provider of All Programmable FPGAs, SoCs, MPSoCs and 3DICs. Xilinx's all-programmable devices are designed into tens of thousands of products that improve the quality of the everyday lives of billions of people worldwide. For over 30 years, Xilinx has been behind some of the greatest advancements in technology and science - from the industry's first fabless semiconductor model to the NASA Curiosity Mars Rover, to today's autonomous vehicles and hyperscale data centers. Xilinx uniquely enables applications that are both software-defined, yet hardware optimized - enabling smart, connected and differentiated applications across technology's biggest megatrends, including Machine Learning, 5G Wireless, Embedded Vision, Industrial IoT and Cloud Computing and more.
","
Xilinx India Technology Services Private Limited; 15th Floor, Unit 2A & 2 B, Parcel Four,Salarpuria Sattva Knowledge City, Hyderabad, 500081, Telangana, India
","
MNC
",Hyderabad,353,XILINX INDIA TECHNOLOGY SERVICES PRIVATE LIMITED,India,"
Between 1000 to 5000
","
Contacted by CDC
","
Core Engineering
",1,"
Between 1000 to 5000
",www.xilinx.com,500081
"
VokseDigital, a Digital Analytics and Marketing Technologies start up based at Pune. We have been featured by Analytics India Magazine, as one of the top 10 emerging analytics start up's in their 2017 list.

We are super excited about applying cognitive intelligence, AI and data science to customer, sales and marketing challenges.
","
Office no 309, Lunkad Sky Station
","
StartUp
",Pune,354,Voksedigital Consultancy Services LLP,India,"
Below 50
","
Contacted by CDC
","
IT/Software,Analytics,Consulting
",0,"
Below 50
",www.voksedigital.com,411014
,"
","
",,355,Bekaert Industries Pvt. Ltd,,,,"
",0,,,
,"
10th floor, atria building, ascendas it park, hitech city,
","
MNC
",Hyderabad,356,commvault,INDIA,"
Between 1000 to 5000
","
Self
","
IT/Software
",0,"
Between 500 to 1000
",www.commvault.com,500049
,"
Plot 1A, Sector 16A
","
Private
",Noida,357,Jubilant Life Sciences,India,"
>5000
","
Self
","
Manufacturing
",0,"
>5000
",http://www.jubl.com/,201301
,"
INDICUBE EDGE OFFICE , 2nd Floor, Opposite to Salarpuria Soft Zone and next to Microsoft office and Akme Harmony Apartment,Karnataka
","
Private
",Bengaluru,358,Solv,India,,"
Self
","
Core Engineering,IT/Software
",0,,www.solvezy.com,560102
"
B&B Associates LLP is an all service Law Firm committed to the well-being of laws and society. The Firm fastens an exemplary service motive with an aim to provide efficient legal solutions through its team of chosen best advocates in Chandigarh, Panchkula, Mohali, Delhi, Noida, Faridabad, Lucknow & Dehradun.
","
#588, Sector 6
","
Private
",Panchkula,359,B & B ASSOCIATES LLP,India,"
Below 50
","
Contacted by CDC
","
Professional Services
",0,"
Below 50
",www.bnblegal.com,134109
"
KnowDis Data Science LLP is a Machine Learning company based in New Delhi.
KnowDis Data Science provides machine-learning solutions to clients across
e-commerce, healthcare, and finance domains. With a team of analysts and engineers
from premier institutes such as IITs and Carnegie Mellon University, KnowDis works at
the intersection of several areas related to data science including machine learning,
statistical analysis, deep learning, natural language processing, and computer vision.
","
KnowDis Data Science LLP 307, 3rd Floor, DLF City Centre Mall, Shaheed Udham Singh Marg, Shalimar Bagh,Delhi 110088 India
","
Private
",Delhi,360,KnowDis Data Science LLP,India,,"
Self
","
IT/Software
",0,"
Below 50
",www.knowdis.ai,110088
,"
","
",,361,Halliburton,,,,"
",0,,,
"
Vedanta Resources Limited is a diversified global natural resources company. The Group produces aluminium, copper, zinc, lead, silver, iron ore,oil & gas and commercial energy. Spread across geographies, our facilities are focussed on all-round operational excellence to achieve benchmark
performance across our business by debottlenecking our assets, adopting technology and digitalisation, strengthening people-practices, enhancing vendor and customer bases, optimizing the spend base and improving realizations. We have a portfolio of top-notch, low-cost, scalable assets that consistently generate strong profitability with robust cash flows, contributing to industry-leading market shares across our core divisions. With a revenue of INR 90,901 crore and EBITDA of INR 24,000 crore, Vedanta is one of largest contributor to the Indian Exchequer with INR 42,560 crore in FY19. Giving back to society has been central to our work and we believe in transforming lives by investing in community initiatives and programs, directly touching lives of 3.1 million people across 1200+ villages. 
Our goal is to create long-term value for all our stakeholders through research, discovery, acquisition, sustainable development and utilization of diversified natural resources.
","
DLF Atria, Sector 25
","
Private
",Gurugram,362,Vedanta Limited,India,"
>5000
","
Contacted by CDC
","
Core Engineering,Exploration,Mining/Petrolium,Manufacturing
",0,"
>5000
",https://www.vedantalimited.com/,122002
"
Nielsen is a global measurement and data analytics company that provides the most complete and trusted view available of consumers and markets worldwide. Our approach marries proprietary Nielsen data with other data sources to help clients around the world understand whats happening now, whats happening next, and how to best act on this knowledge.

For more than 90 years Nielsen has provided data and analytics based on scientific rigor and innovation, continually developing new ways to answer the most important questions facing the media, advertising, retail and fast-moving consumer goods industries. An S&P 500 company, Nielsen has operations in over 100 countries, covering more than 90% of the worlds population.
","
6th floor, C block, Godrej Boyce office, Vikhroli, Mumbai
","
MNC
",Mumbai,363,Nielsen,Maharashtra,"
>5000
","
Self
","
Others
",0,"
>5000
",https://www.nielsen.com/us/en/,400079
,"
P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032
","
Other
",Hyderabad,364,DELOITTE,India,"
>5000
","
Self
","
Professional Services
",0,,https://www2.deloitte.com/us/en.html,500032
"
With a history and culture of science and innovation, were the worlds largest oilfield services company. Our people invent, design, engineer, and apply technologies that help customers find and produce oil and gas more efficiently and safelyoften in remote and challenging locations. Founded in 1926, the company takes its name from Conrad and Marcel Schlumberger, brothers who transformed the energy industry with the revolutionary idea of using electrical measurements to map subsurface rock formations. We employ over 120,000 people and work in more than 85 countries. We leverage strong local experience and the diversity in thought, background, and knowledge that more than 140 nationalities bring.
","
D-105 TTC Industrial Estate, Shiravane MIDC Nerul (E) OPP DY Patil Stadium, Thane-Belapur Road Navi Mumbai-400706.
","
MNC
",Navi Mumbai,365,Schlumberger Asia Services Limited,India,,"
Self
","
Mining/Petrolium
",0,,www.slb.com,400706
"
ZS is a professional services firm that works side by side with companies to help develop and deliver products that drive customer value and company results. From R&D to portfolio strategy, customer insights, marketing and sales strategy, operations and technology, we leverage our deep industry expertise and leading-edge analytics to create solutions that work in the real world. Our most valuable asset is our peoplea fact thats reflected in our values-driven organization in which new perspectives are integral and new ideas are celebrated. ZSers are passionately committed to helping companies and their customers thrive in industries ranging from healthcare and life sciences, to high-tech, financial services, travel and transportation, and beyond.

ZSs India Capability & Expertise Center (CEC) houses more than 60% of ZS people across three offices in New Delhi, Pune and Bengaluru. Our teams work with colleagues across North America, Europe and East Asia to create and deliver real world solutions to the clients who drive our business. The CEC maintains standards of analytical, operational and technological excellence across our capability groups. Together, our collective knowledge enables each ZS team to deliver superior results to our clients.
","
ZS Associates India Pvt Ltd
","
Private,MNC
",Pune,366,ZS Associates,India,"
>5000
","
Self
","
Analytics,Consulting
",1,,https://www.zs.com/careers/india,411014
"
Goods and Services Tax Network (GSTN) is a Section 8 (under new companies Act, not for profit companies are governed under section 8), non-Government, private limited company. It was incorporated on March 28, 2013. The Government of India holds 24.5% equity in GSTN and all States of the Indian Union, including NCT of Delhi and Puducherry, and the Empowered Committee of State Finance Ministers (EC), together hold another 24.5%. Balance 51% equity is with non-Government financial institutions. The Company has been set up primarily to provide IT infrastructure and services to the Central and State Governments, tax payers and other stakeholders for implementation of the Goods and Services Tax (GST). The Authorised Capital of the company is Rs. 10,00,00,000 (Rupees ten crore only).
","
GSTN, 4th Floor WorldMark 1,
","
Other
",SOUTH WEST DELHI,367,Goods and Services Tax Network,India,"
Between 100 to 500
","
Self
","
IT/Software
",0,,www.gstn.org,110075
,"
","
",,368,Greenizon Agritech Consultancy PvtLtd,,,,"
",0,,,
"
From our office in Milan we create our own tech products, used and loved by millions all around the world. We currently focus on mobile apps, and were constantly evaluating opportunities in other exciting fields.
","
Corso Como 15
","
StartUp
",Milan,369,Bending Spoons Spa,Italy,"
Between 100 to 500
","
Self
","
IT/Software
",0,"
Below 50
",www.bendingspoons.com,20154
"
KPIT is a global technology company with software solutions that will help mobility leapfrog towards autonomous, clean, smart and connected future. With 6000+ Automobelievers across the globe, specializing in embedded software, AI & Digital solutions, KPIT enables customers accelerate implementation of next generation mobility technologies . With development centers in Europe, USA, Japan, China, Thailand and India  KPIT works with leaders in mobility and is present where the ecosystem is transforming
","
SEZ Unit-2 , Plot no- 17, Phase 3, Hinjewadi Rajiv Gandhi Infotech Park,
","
MNC
",Pune,370,KPIT Technologies Ltd,India,"
>5000
","
Self
","
Core Engineering
",0,"
Between 500 to 1000
",www.kpit.com,411057
"
Green Point Technology Services (India) Pvt Ltd is a leading ITES and Software provider, headquartered in New York, USA with operations in India (Belapur, Navi Mumbai) and Israel. We provide Software and IT enabled services to our clients in USA by Latest Microsoft Technologies solutions. GreenPoint is specialized into IT enabled Services, Software and Mobile Application, Product Development and Designingand Strategic IT Consulting.
Tomorrows Genius India Pvt Ltd isa subsidiary of GreenPoint Global. TG India (P) Limited has launched a technology platform that will enable tutors and institutions to take advantage of technology and seamlessly expand their reach without additional investment in infrastructure. It can be effectively used to supplement and even replace face-to-face teaching efforts with a completely web based solution. The platform comes coupled with the added benefits of content sharing, creating and evaluating assessments, as well as reporting results. It is intended to revolutionize the teaching methodology in India. This revolutionary product is named as TG Campus (www.tgcampus.com).
","
Unit#T241, 4th Floor, Tower#10, International Technology Center, CBD Belapur Station Complex, CBD Belapur, Navi Mumbai - 400614
","
Private
",Navi Mumbai,371,Green Point Technology Services (India) Pvt Ltd - [Tomorrow's Genius],India,"
Between 100 to 500
","
Contacted by CDC
","
Teaching / education
",1,"
Below 50
",www.tgcampus.com,400614
,"
","
",,372,Hewlett Packard Enterprise,,,,"
",0,,,
,"
","
",,373,Fractal Analytics Pvt. Ltd.,,,,"
",0,,,
"
Relevance Lab is a specialist IT services company with re-usable technology assets in the area of DevOps, Cloud, Automation, Digital, Service Delivery and Supply Chain Analytics that help global organizations achieve frictionless business by transforming their traditional Infrastructure, Applications and Data. In the changing technology landscape and consumer preferences, Relevance Lab enables global organizations to adopt asset lite growth model by leveraging Cloud (IAAS, PAAS, SAAS) to shift Capex to Opex; Automation to improve efficiency and reduce costs; Build an end-to-end ecosystem connecting Digital Products to backend ERP platforms; Agile Analytics to provide real time business insights and improve customer experience. Relevance Lab has invested in a unique IP based DevOps product RL Catalyst.

Incorporated in 2011 and headquartered in Singapore, Relevance Lab has specialized IT professionals across its offices spread across India, US and Canada.
","
Survey No : 8 and 8/2,1st Floor, SJR Hub,Sarjapur Main Road, Ambalipura Village, Varthur Hobli, Bengaluru, Karnataka
","
Private
",Bengaluru,374,Relevance Lab Pvt Ltd,India,"
Between 100 to 500
","
Self
","
IT/Software
",0,,https://www.relevancelab.com/,560103
,"
Akasaka Intercity AIR 1-8-1, Akasaka, Minato-ku
","
MNC
",Tokyo,375,Accenture Japan Ltd.,Japan,,"
Self
","
Consulting
",1,,https://www.accenture.com/us-en,107-8672
"
Ushur is a service engagement platform harnessing the power of enterprise data to automate both backend processes and external conversations with customers. By leveraging Ushurs Robotic Process Automation and Language Intelligence Service Architecture (LISA), leading insurance companies are accelerating capital and time intensive processes like claims, billing and enrollment, and digitally transforming their service workflows.
","
CoWrks, Building 8, 1st floor, RMZ Eco World, Devarabisenahalli, BLR - 103
","
StartUp
",Bangalore,376,Ushur Inc,India,"
Between 50 to 100
","
Self
","
IT/Software
",0,,www.ushur.com,560103
,"
EON Free ZONE, Kharadi, Pune-411014 Maharashtra
","
MNC
",Pune,377,Eaton Technologies Private Limited,India,,"
Self
","
Core Engineering
",1,,www.eaton.com,411014
"
Building the software platform for Enterprise Data Operations & Orchestration for Cloud and Hybrid platforms
","
Frontline Grandeur, No. 14, Third Floor, Walton Road
","
Private,StartUp
",Bangalore,378,Infoworks Data Pvt Ltd,India,"
Between 100 to 500
","
Contacted by CDC
","
Core Engineering,IT/Software
",1,,www.infoworks.io,560001
"
AgNext (https://agnext.in/) - One of the fastest growing Agtech companies in India, working on advanced Technologies in Digital Agricultural domain.

AgNext Technologies is a tech-focused organization with a vision to make India a hub of Agricultural Analytics and Technology products. It is lead and consulted by global leaders in their respective fields, providing huge career growth opportunity for professionals in various domains.
","
AGNEXT TECHNOLOGIES PVT LTD C-184, 6th Floor, STPI Building,Industrial Area, Sector 75,Sahibzada Ajit Singh Nagar,Punjab 140308
","
StartUp
",Mohali,379,AgNext,India,"
Between 50 to 100
","
Contacted by CDC
","
IT/Software,Irrigation & Agriculture
",0,"
>5000
",http://agnext.com/,140308
"
About HERE

The HERE culture of innovation will help foster your exploration of endless possibilities. To learn more about HERE, including our work in the areas of connected and autonomous driving, Visit http://360.here.com or https://company.here.com/here/

HERE India has been recognized as a Best Company to Work and is ranked 33rd among the top 100 organizations in the country for 2019.
","
Regd Office: Unit No.305 - 308, 3rd Floor,Multistoried Building SEEPZ, MIDC, Andheri - East, Mumbai  400096
","
MNC
",Mumbai,380,HERE Technologies,India,"
>5000
","
Alumini Contact
","
IT/Software
",0,"
Between 500 to 1000
",www.here.com,400096
"
MilliAmps is a renewable energy startup based in Mumbai. We are solving a global problem of energy independence by specializing in EPC services of Solar PV plants and already have a list of elite clients in India with us.
One of the enviable aspects of working at MilliAmps is to be in an environment where there's a whole lot of *real* customer needs and policy regimes, and we simply need someone to get his/her thrill out of proposing a right suited custom made solution to the customer and be a part of that team which addresses scalability w.r.t what an early-stage startup encounters.
In short, we've got a ton of opportunities, and are in need for people who can hustle, join a thriving culture, and have a sense of flexibility that comes with being part of a growing company.
","
No 11, Arnica, Beverly Park, Mira Road (E)
","
StartUp
",Mumbai,381,MilliAmps Energy Solutions Private Limited,India,"
Below 50
","
Alumini Contact
","
Management
",0,"
Between 100 to 500
",www.milliampsenergy.com,401107
"
We are an Internet of Things of a startup based out of Bengaluru with our flagship product being
Bolt IoT Platform. Bolt is a fully integrated IoT platform for developers that helps them build IoT
projects and products quickly and easily. Bolt has users across 62 different countries with more
than 25,000 units of the hardware module shipped.


In India, our enterprise clients of Bolt include Marico, HDFC Bank, Minda Group, Molbio etc.
We were one of the startups that were invited to accompany Prime Minister Narendra Modi during
his visit to the USA in 2015 as part of the Indo-US Startup Konnect Program. We have won various
awards such as DST-Lockheed Martin India Innovation Growth Program 2015, Economic Times
Power of Ideas 2016 etc for innovation and patented technologies. In 2016 we raised our first
round funding of INR 3 Crore.
","
#79, First Floor, 5th main road,
","
StartUp
",BENGALURU,382,Inventrom Pvt Ltd,India,,"
Self
","
IT/Software
",0,"
Below 50
",www.boltiot.com,560038
"
Advanced Test Instruments for Mechanical Characterization of Materials
Ducom makes test instruments for evaluation of all types of mechanical and tribological properties of materials. We are the leading supplier of tribometers to industry and academia for wear, friction and lubrication studies for research and quality assessment.
","
Ducom Instruments Pvt Ltd
","
Private
",Bengaluru,383,DUCOM INSTRUMENTS PRIVATE LIMITED,India,"
Between 50 to 100
","
Self
","
Core Engineering
",0,"
Below 50
",www.ducom.com,560058
"
Zendrive was founded in 2013 by Jonathan Matus and Pankaj Risbood. It is based in Bangalore and San Francisco backed by BMW ventures, Fontinalis ventures, Sherpa capital and many more. Zendrive is a leading developer of cutting-edge technology used by commercial fleets, emergency roadside assistance apps, city policy-makers, and auto OEMs. Growing in size and worldwide footprint, Zendrive is an Award winning Best Startup, 2017 Timmy Awards and has recently been recognized as one of Fast Company's 2018 Most Innovative Companies.
","
643, 11th Main Rd, 7th Cross, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038
","
StartUp
",Bengaluru,384,Zendrive,India,"
Between 100 to 500
","
Self
","
IT/Software
",0,"
Between 500 to 1000
",https://zendrive.com/,560038
"
Mavenir is a leader in accelerating and redefining network transformation for Service Providers by offering a comprehensive product portfolio across every layer of the network infrastructure stack.
","
Floors 7 & 8 Mfar Manyata Tech Park Greenheart Phase IV Nagavara, Kasaba Hobli Stage I and II, Floor 8, Bangalore, India
","
Private
",Bangalore,385,Mavenir Systems Private Limited,India,"
Between 1000 to 5000
","
Self
","
Core Engineering,IT/Software,Telecommunication
",0,"
Between 1000 to 5000
",www.mavenir.com,560045
"
Adventum Advanced Solutions Pvt. Ltd is a sister subsidiary of a Swiss company. We are based in Neuchâtel and Zürich in Switzerland and we have our engineering units for R&D department in Bangalore India and in Madrid Spain.
We are engaged in Artificial Intelligence Solutions and Medical Software Development. We specialize in both Imaging and medical Imaging processing using cutting edge technologies such as Quantum computing and Advanced A.I to develop our solutions.
","
Akshay Tech Park, 72 & 73 EPIP Zone,
","
Private
",Bangalore,386,Adventum Advanced Solutions Pvt Ltd,India,,"
Self
","
IT/Software
",0,,www.adventum.ch,560066
"
Avsar, is a young next-gen HR Service provider, featured amongst the 25 Fastest Growing HR Companies in India. Avsar, bridges the gap in filling the constant talent needs to meet the workforce needs of organizations through their entire life-cycles and across their hierarchy spectrum  ensuring that every position is provided for, with the right fit for skill and will.
","
1178,5th Main road, Sector 7, HSR Layout, HSR Layout, Bengaluru, Karnataka 560102
","
Other
",Bengaluru,387,Avsar HR Services,India,"
Between 100 to 500
","
Contacted by CDC
","
Consulting,Management,Professional Services
",0,"
Between 100 to 500
",https://www.avsar.co/,560102
"
ASC Infratech Pvt. Ltd is a multi-disciplinary consultancy cum construction firm providing a diverse range of services in the field of Bridges,Highways, Railways ,Transportation Engineering and Geo-Technology with special expertise in offering Consultancy service for developing projects from 'concept ' to 'commissioning'.ASC Infratech has assembled a team of creative ,innovative and self motivated professionals providing out of the box solutions to our clients and has to its credit construction of all designed projects within a time bound frame. ASC Infratech fosters a unique culture of staff collaboration which facilitates rapid decision making and world class design resulting in massive cost saving for the clients,innovative and unique projects which is reflected in the satisfaction of our clients.
","
H-37,FIRST FLOOR ,SECTOR 63
","
Private
",Noida,388,ASC INFRATECH,India,"
Between 100 to 500
","
Contacted by CDC
","
Core Engineering
",0,"
Between 100 to 500
",www.ascinfratech.com,201301
"
SAP is the market leader in enterprise application software, helping companies of all sizes and in all industries run at their best: 77% of the worlds transaction revenue touches an SAP system. Our machine learning, Internet of Things (IoT), and advanced analytics technologies help turn customers businesses into intelligent enterprises. Our end-to-end suite of applications and services enables our customers to operate profitably, adapt continuously, and make a difference. With a global network of customers, partners, employees, and thought leaders, SAP helps the world run better and improves peoples lives.
","
#138, SAP Labs Rd, EPIP Zone,
","
MNC
",Bangalore,389,SAP,India,"
>5000
","
Contacted by CDC
","
IT/Software
",1,,www.sap.com,560066
,"
Building-2, Office Level-9, PRESTIGE TECHNOSTAR, Doddanekundi Industrial Area,Doddanekundi Village,, Krishnarajapuram
","
Private
",Bangalore,390,o9 Solutions Management India Pvt Limited,India,"
Between 100 to 500
","
Self
","
IT/Software
",0,,https://www.o9solutions.com/,560048
,"
1-7-1 Konan Minato-ku
","
MNC
",Tokyo,391,Sony Japan,Japan,,"
Self
","
IT/Software
",1,,https://www.sony.net/,108-0075
"
Innovative. Trusted. Pioneering. These three qualities have always summed up Jaguar Land Rover. They have been encapsulated within the performance, luxury and excellence of all our products. They are what every person working for us lives and breathes. From creating intelligent hybrids to building driverless vehicles, evolving existing technologies to discovering new energy storage, our ambition for the future of our vehicles and the industry beyond is endless
","
Tata Elxsi Limited, ITPL Main Road, Whitefield
","
Private
",Bangalore,392,Jaguar Land Rover India Limited,India,,"
Self
","
Core Engineering
",1,,www.jaguar.in/www.landrover.in,560048
"
Vedantu is India's leading Online tutoring company which enables students to learn LIVE with some of India's best curated teachers. Vedantu`s USP is its quality of teachers. The company has 500+ teachers who have taught more than 1 Million hours to40,000+ students spread across 1000+ cities from 30+ countries. Vedantu is founded by IITian friends who have been teachers themselves with over 13 years of teaching experience and having taught over 10,000 students.

Vedantus online tutoring platform enables LIVE learning between a teacher and a student. On Vedantu a teacher is able to give personalized teaching using two way audio, video and white boarding tools where both teacher and student are able to see, hear, write and interact in real-time. Imagine it like 'Skype' custom made for education. Vedantu caters to 6th grade to 12th grade and prepares for school boards, competitive examinations and has co-curricular courses as well.

Vedantu`s founders Vamsi Krishna, Anand Prakash and Pulkit Jain did their first venture in education, Lakshya, in 2006 which later got acquired by a listed company called MT Educare (Mahesh Tutorials) in 2012. As part of Lakshya the founders taught and mentored more than 10,000 students and trained more than 200 teachers between them.

Website: www.vedantu.com

About Vedantu (by founders): https://youtu.be/wC0ZxwEmpPQ

TedX talk by Vamsi Krishna : Everyone is a teacher! | Vamsi Krishna | TEDxWalledCity

Awards
Vedantu: CNBC Young Turks 2016
TedX Delhi Speaker on Education
Vedantu: KINSES (Kaisen & Insead & NYU Stern Education Symposium)) 2016 EduAwards
Vedantu: DNA & Stars 8th Innovative Education Awards on Best Organization to Develop Technology For Education
Vedantu: 5th ELETS World Education Summit award 2015
Vedantu: 'Best Education Startup' byIndian Startup Entrepreneurship & Disruptive Innovation Awards 2015
Vedantu: Sutra HR: Featured as one of the Top 100 Startups to Watch in 2016
Lakshya: TATA-NEN Hottest startup award in 2010
Lakshya: FYSE Top 100 startups in South East Asia
","
Vedantu Innovations Pvt Ltd
","
Private
",BENGALURU,393,Vedantu Innovations Pvt Ltd,India,"
Between 1000 to 5000
","
Self
","
IT/Software,Teaching / education
",1,"
Between 50 to 100
",www.vedantu.com,560102
,"
","
",,394,MITSUBISHI FUSO TRUCK AND BUS CORPORATION,,,,"
",0,,,
"
Flytxt is an independent market leader in intelligent customer engagement technology. Flytxt builds software products that help businesses engage their customers intelligently through learning their behavior and predicting what they want in real time. Flytxt products learn, predict and guide behaviours of over 400 million digital natives worldwide. Flytxt has built its own portfolio of AI, marketing automation and real time customer engagement technology, and aims to be a leader in the use of AI and machine learning in customer engagement. Flytxt's analytics team consists of researchers and practitioners in data science and machine learning, and is ably supported by academic research partnerships with leading institutions of higher learning in India and the EU. Flytxt's enterprise-class software products and services generate measurable economic value by growing revenue, reducing customer churn and enhancing customer experience.
Flytxts flagship NEON-dX is an out-of-the-box, real-time decision-making and marketing automation product that allows large enterprises to drive personalized and contextual customer engagement across digital touch points using analytics and artificial intelligence. Flytxt is headquartered in The Netherlands, with offices in the United Arab Emirates and India. It also has a presence in Germany, Mexico, Singapore, South Africa, and Colombia.
","
7-A, 7th Floor, Carnival Technopark
","
MNC
",Trivandrum,395,Flytxt Mobile Solutions Pvt Ltd,India,"
Between 100 to 500
","
Contacted by CDC
","
IT/Software,Analytics,Consulting
",0,,www.flytxt.com,695581
"
Atlassian Corporation LLP (NASDAQ:TEAM), a global leading provider of team collaboration and productivity software, has opened a new office in Bengaluru. We plan to grow the office into a world-class R&D and customer support center during the next several years, with initial hiring already underway. As Atlassian's first location in India, this site will add to the company's growing global presence. 

More About Atlassian

Atlassian unleashes the potential of every team. Our collaboration software helps teams organize, discuss and complete shared work. Teams at more than 112,000 customers, across large and small organizations - including Citigroup, eBay, Coca-Cola, Visa, BMW and NASA - use Atlassian's project tracking, content creation and sharing, real-time communication and service management products to work better together and deliver quality results on time. Learn more about products including Jira Software, Confluence, Stride, Trello, Bitbucket and Jira Service Desk at https://atlassian.com and https://www.atlassian.com/company/careers
","
10th Floor, Building 4 C, RMZ Ecoworld
","
MNC
",Bangalore,396,Atlassian,India,"
Between 1000 to 5000
","
Self
","
IT/Software
",0,"
>5000
",www.atlassian.com,560103
,"
","
",,397,HSBC Technology India,,,,"
",0,,,
"
The business infrastructure that WAP provides enables our clients to get ahead in the game: the more we improve our ERP systems, the quicker our clients can make their business decisions and grasp what is to come at an even earlier stage. Let IT do the routine work for you, so that you can allow each of your workers to focus their time on the more creative tasks at hand. Imagine the excitement in a future where new services and products are born one after the other, each of them providing ever more people with joy and inspiration. That is the kind of future that we strive to realize.
","
Ark Mori Bldg.19F, 1-12-32, Akasaka, Minato-ku,
","
Private,MNC
",Tokyo,398,"Works Applications Co., Ltd",Japan,"
Between 1000 to 5000
","
Contacted by CDC
","
IT/Software
",0,,https://www.worksap.com/,1076019
