about,cgpa_cutoff,com_id,contract,criteria,ctc,dep_str,jnf_id,profile,selection,type
"Sigmoid works with a variety of clients from start-ups to fortune 500 companies. We are looking for a detailed oriented self-starter to assist our engineering and analytics teams in various roles as a Software Development Engineer.

This position will be a part of growing team working towards building world class large scale Big Data architectures. This individual should have a sound understanding of programming principles, experience in programming in Java, Python or similar languages  and can expect to spend a majority of their time coding.

Location - Bengaluru

Responsibilities:

	Good development practices
o	Hands on coder with good experience in programming languages like Java, Python, C++ or Scala.
o	Good understanding of programming principles and development practices like checkin policy, unit testing, code deployment
o	Self starter to be able to grasp new concepts and technology and translate them into large scale engineering developments
o	Excellent experience in Application development and support, integration development and data management.
	Align Sigmoid with key Client initiatives
o	Interface daily with customers across leading Fortune 500 companies to understand strategic requirements
	Stay up-to-date on the latest technology to ensure the greatest ROI for customer & Sigmoid
o	Hands on coder with good understanding on enterprise level code
o	Design and implement APIs, abstractions and integration patterns to solve challenging distributed computing problems
o	Experience in defining technical requirements, data extraction, data transformation, automating jobs, productionizing jobs, and exploring new big data technologies within a Parallel Processing environment
	Culture
o	Must be a strategic thinker with the ability to think unconventional / out:of:box.
o	Analytical and data driven orientation.
o	Raw intellect, talent and energy are critical.
o	Entrepreneurial and Agile : understands the demands of a private, high growth company.
o	Ability to be both a leader and hands on ""doer"".  

Qualifications: - 
	Years of track record of relevant work experience and a computer Science or related technical discipline is required
	Experience with functional and object-oriented programming, Python or Scala a must
	Effective communication skills (both written and verbal)
	Ability to collaborate with a diverse set of engineers, data scientists and product managers
	Comfort in a fast-paced start-up environment  

Preferred Qualification: 
	Technical knowledge in Spark, Hadoop & GCS Stack. Vertica, Snowflake, Druid a plus
	Development and support experience in Big Data domain
	Experience in agile methodology
	Experience with database modeling and development, data mining and warehousing.
	Experience in architecture and delivery of Enterprise scale applications and capable in developing framework, design patterns etc. Should be able to understand and tackle technical challenges, propose comprehensive solutions and guide junior staff
	Experience working with large, complex data sets from a variety of sources",6.0,66,2 years service agreement,7 CGPA and above,1350000 INR,AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Associate Software Development Engineer,Online/Offline test (Max 30 mins),PLACEMENT
"1. Data Engineer

Job Purpose:

This position is responsible to gather and analyze data to solve and address highly complex business problems and evaluate scenarios to make predictions on future outcomes and support decision making.  Also responsible to apply ML/AI technologies across the Portfolio to drive greater business value and competitive differentiation to achieve business goals
   
Key Responsibilities:

	Gather and process raw data at scale (including writing scripts, web scraping, calling APIs write SQL queries, etc.)
	Design, implement and maintain high performance big data infrastructure /systems, & big data processing pipelines scaling to structured and unstructured business requirements 
	Create web services / API based interfaces to modularize capabilities across lending products 
	Developing prototypes and proof of concepts for the selected solutions, and implementing complex big data projects 
	Drive data investigations across organizations and deliver resolution of technical, procedural, and/or operational issues to completion 
	Conduct timely and effective research in response to specific requests (e.g. data collection, summarization, analysis, and synthesis of relevant data and information) 
	Adapting and learning new technologies surrounding Big Data ecosystems and ensure learning and growth of team members
	Enhance/optimize data migration procedures to include data that is relevant for building analytic systems 
	Work with business domain experts, data scientists and application developers to identify data relevant for analysis and develop the Big Data solution

Qualification

Masters / Graduate in Computer science, Engineering (CS, ECE, IT etc.), Mathematics, Computational physics
 
 Functional Competencies

	Big data tech: Hbase, MapReduce, Flume, Sqoop, Oozie, Zeppelin etc
	Data pipelines with Kafka streams, RESTful APIs with SpringBoot, API gateways etc
	Heterogeneous data environments: Cloud (AWS, Azure), Relational, NoSQL, GraphDBs in production
	SQL and scripting languages like Python, Java / JS, Perl etc
	S/w development practices: Agile, devOps CI/CD, automated testing / deployments, WebServices

Behavioral Competencies
	Hands-on contributor, passionate about applying tech in businesses
	Strong Analytical & Interpersonal skill
	Eye for detail




2.Data Scientist 
Job purpose:
The purpose of this role is to bring in the culture of Data aggregation and analysis. From recognizing human patterns in the numbers, to improve the consumer experience via analytics, to find ways to bring data to achieve organizations Goals &  objective
Key responsibilities:
	Be responsible for scaling our analytics capability across all internal disciplines and guide our strategic direction in regards to analytics
	Translating business needs to technical requirements and implementation
	Organize and analyze large, diverse data sets across multiple platforms
	Identify key insights and leverage them to inform and influence product strategy
	Proactively developing new analyses and insights, to drive decisions and strategies for marketing (customer lifetime modeling, user acquisition, retention, monetization, etc.) and game design
	Building both large systematic reports and one-off small pieces of analysis
	Working with all parts of the business to identify analytical requirements and formalize an approach for reliable, relevant, accurate, efficient reporting on those requirements
	Designing and implementing advanced statistical testing for customized problem solving
	Deliver concise verbal and written explanations of analyses to senior management that elevate findings into strategic recommendations
Qualification:
MTech / BE / BTech / MSc in CS or Stats or Maths, Operation Research, Statistics, Econometrics or in any quantitative field
Functional competencies:
	Excellent analytics, logical, problem solving and numerical skills
	Experience in using Python, R, SAS
	Experience in working with large data sets and big data systems (SQL, Hadoop, Hive, etc.)
	Keen aptitude for large-scale data analysis with a passion for identifying key insights from data
	Expert working knowledge in various machine learning algorithms such XGBoost, SVM Etc.,
	Expertise in Data Mining, Statistical Analysis, Regression, Logistics Regression, Segmentation, Time Series Forecasting, Market Basket Analysis, Decision Tree, CHAID, Test Mining, Hypothesis Testing, A/B Testing and Modeling",0.0,607,NO,,1200000 INR  [1200000 lakhs per annum (Fixed) +1.63 lakhs retention bonus per year which will be paid after successful completion of 3 years)],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Graduate Engineer Trainee - Analytics,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"Bachelors degree in Computer Science, Math, or related technical domain. 
Good Knowledge in the software development lifecycle, designing and developing large-scale, multi-tiered, distributed software applications, tools, systems or services using Object-Oriented Design, distributed programming I.e., Java, Python, Node.js, GoLang, Scala. 
Knowledge of ORM tools like Hibernate, JPA. 
Good knowledge of one or more relational and NoSQL databases. 
Knowledge in the deployment of micro-services over Amazon Web Services. 
Knowledge of Agile methodologies & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
Stronghold on Data Structure, Algorithms, Problem-solving skills",0.0,498,NO,NA,1500000 INR  [1200000 + 300000],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Software Development Engineer - I,Online/Offline test (Max 30 mins),PLACEMENT
"This will be a hugely challenging role - you will effectively be building the bank of the future. Your legacy will
be a product range and tech stack that has meaningfully impacted the lives of people around the world, in the
most intimate way. You will lead the launch of all new consumer products in various markets, building an
active customer base of tens of millions of people. Your product work will help ZestMoney become a multi-
billion-dollar global company.
In this role, you will be the internal product visionary, inspiring the rest of the organisation with your clarity and
view of the products of the future. You will own the roadmap for our customer product, prioritise features and
requirements.
You will deeply understand our customers and their needs. You will dream about them in your sleep and
wake up with great ideas to make their lives easier.
At the same time, you will deeply understand our business, how it makes money and what leads to long term
sustainable success, this will drive your product strategy and prioritisation, from conversion to cross-sell to
retention and risk.
You will sit at the intersection of business, technology and design. You will inspire, motivate and excite the
entire product, engineering, QA and design teams to deliver outstanding work. You will create an atmosphere
of cohesiveness and focused collaboration between all the members of the team, all in the interest of driving
the product forward.
You will work deeply across the organisation, collaborating with various stakeholders from operations to
customer service to collections, risk, fraud, data science, marketing and beyond.

You will be obsessed with data, responsible for tracking metrics and measuring the impact of your product
changes and features. You oversee all documentation, flow charts, wire frames of our consumer products",0.0,498,NO,NO,1500000 INR  [1200000 + 300000],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,4,Product Management,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"	Mesh/Geometry generation software developer
 Experience in developing geometric/mesh generation/mesh manipulation algorithms and related data structures in industry, research, or academia
 High proficiency in mathematics, discrete geometry and numerical techniques
	Knowledge on Geometric pattern recognition with Artificial Intelligence [AI] and Machine Learning [ML] is a plus.
 Proficiency in C++ programming and object-oriented application design 
 Experience or knowledge of parallel programming and related data structures will be plus
 Understanding of CAD/CAE element software a plus
 Experience with Agile and lean software development processes is also a plus.
 Requires good communication skills and the ability to work in a collaborative team environment
	Experience with software development process environment tools is also a plus. Requires good communication skills and the ability to work in a collaborative team environment",0.0,492,NO,,1200269 INR  [CTC 1200269 (Basic 463200 | HRA 185280 | Employee Allowances 453936 | PF 55584 | Gratuity 22269 | Health benefits 20000)],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Software Developer - Mesh and Geometry,"Resume,GD,Online/Offline test (Max 30 mins)",PLACEMENT
"To be a part of Innovation vertical of ADROSONIC and responsible for 
- Identification of Business problems gaps and to play a key role in designing Business Architecture for creating a digital roadmap for customers.
 - Research, Analysis & POC of AI & Machine Learning tools. 
- Conceptualisation, Design, Analysis & POC of Reusable Plugins for COTS Products using Cloud based Solutions. 
- Conceptualisation, Design, Analysis & POC of ETL & BI Tools for Data Analytics 
- Creating & developing the road map for new emerging technologies in machine learning, automation, data analytics helping in redefining and optimizing the current frameworks, architecture & solutions.
- Reviewing Business solutions & Technical Architecture designed by Development Teams.",0.0,31,INR 1 Lakh with 2 Years contract,,"907576 INR  [In addition to above, Research & Innovation Engineers will be eligible for ADROSONIC annual performance bonus program.]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_IM_MA_ME_MT_MI_NA_PH,1,Research & Innovation Engineer,"Resume,GD,Online/Offline test (Max 30 mins)",PLACEMENT
"Now with ~200,000 people in over 40+ countries, Capgemini is one of the world's foremost providers of
consulting, technology and outsourcing services. The Group reported 2017 global revenues of EUR 12.8 billion.
Together with its clients, Capgemini creates and delivers business, technology and digital solutions that fit
their needs, enabling them to achieve innovation and competitiveness. A deeply multicultural organization,
Capgemini has developed its own way of working, the Collaborative Business ExperienceTM, and draws on
Rightshore®, its worldwide delivery model. For more details, please visit www.capgemini.com.",0.0,75,NO,,850000 INR  [850000],AE_AG_BT_CH_CE_CS_EE_EC_GG_IM_MA_ME_MT_MI_NA_PH,1,Associate Consultant,Online/Offline test (Max 30 mins),PLACEMENT
"- Design/Build /Extend Scalable, Distributed Server Side/Web/Mobile Components.
- Data Structures and Algorithms
- Software Design and Design Patterns
- Distributed Server Side Architecture
- SQL and NoSQL Databases
 - Serverless Architecture
- iOS/Android Mobile Development
- Javascript Technologies
- Application Security
- Server and Client Performance Tuning",0.0,105,NO,,1500000 INR  [12 Lakhs + Stock Options + Insurance],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,"Software Engineer (Backend, Web, Mobile)","Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"TEACHING SYLLABUS PRESCRIBED BY THE BOARDS AND COACHING STUDENTS FOR THE NATIONAL LEVEL COMPETITIVE / ENTRANCE EXAMINATIONS LIKE JEE MAIN/JEE ADVANCED  MATHS , PHYSICS AND CHEMISTRY SUBJECTS.",0.0,318,it's just a mutual understanding,NIL,540000 INR  [420000 TAKE HOME+120000 IN THE FORM OF BACHELOR ACCOMMIDATION WITH FOOD],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,SENIOR/ASSOCIATED LECTURER IN MATHS/PHYSICS/CHEMISTRY,"Resume,GD,Online/Offline test (Max 30 mins)",PLACEMENT
"Designation: Business Analyst
Location: Bangalore

About BRIDGEi2i:

BRIDGEi2i helps enterprises leverage power of Data, AI / ML and Technology to transform their businesses.

One of the fastest growing companies in this space, we are solving some of the toughest challenges for enterprises around growth, customer experience, operations effectiveness and developing new business models. We do this through our unique and integrated Information  Insight  Impact approach, which has won accolades from Analysts and Customers. Our proprietary, pre developed AI Assets accelerate the path to value realization for our clients. We were the youngest firm to be recognized by Gartner and Forrester for how we deliver value to customers. 

Headquartered in Bangalore, presence in US, Australia and Netherland, our teams bring deep expertise in Algorithms, Data Engineering, Application Development and Business Understanding that allow us to design, build and implement solutions that deliver value for our clients.

We are looking at individuals, with a passion for data, algorithms, technology and business - keen to shape their careers as experts in this industry.

You will be a part of an exciting, fast paced journey to build a global institution!

Business Analyst Role Expectations:

Appreciate business context and build ability to translate business problems into analytics problems
Manage large volumes of structured and unstructured data, extract & create features using Data Engineering, NLP, Computer Vision algorithms
Analyse data using various statistics, machine learning, optimization techniques
Develop visualizations to communicate insights and make actionable recommendations
Deploy solutions through web or mobile applications and API integrations with source systems

Skill Requirements:
Has passion for numbers and is excited about solving business challenges using data, algorithms and technology
Strong foundation (through projects / course work / hackathons / internships / MOOC) in either data engineering, algorithms (Statistics, ML, Optimization, NLP, Computer Vision etc.) or application development with good conceptual understanding of their applications
Very good interpersonal skills, able to influence without authority, adaptable to change and 
Self-starters, willing to wrestle with hard problems and passion to build the organization


Way Forward:
SCaLA program would help you build expertise around one of the Expert Personas  this will be enabled through blend of course work and deployment on projects in roles that allow you opportunities to build your expertise in that area.",0.0,648,NO,,"850000 INR  [8,50,000 fixed +Joining Bonus 50,000]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Business Analyst,"GD,Online/Offline test (Max 30 mins)",PLACEMENT
"Coordinate between Data Scientists and Business Analysts
Automate infrastructure used by the Data Science team
Convert machine learning models into APIs so that other applications can access them
Test and deploy models
Develop minimum viable products based on machine learning
Automate processes by utilizing machine learning
Use AI to empower the company with novel capabilities",0.0,473,NO,,700000 INR  [700000],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA,3,software development and machine learning,Resume,PLACEMENT
"Company Profile:
Merilytics is a fast-growing, analytics firm offering advanced and intelligent analytical solutions to clients globally. We combine domain expertise, advanced analytics and technology to provide robust solutions for clients business problems. You can find further details about the company at https://merilytics.com We partner with our clients in the Private Equity, CPG, Retail, Media & Entertainment, Consumer Finance industries etc. by providing analytical solutions to generate superior returns. We solve clients business problems by analyzing large amount of data to help guide their Operations, Marketing, Pricing, Customer Strategies, and much more.
Job description for Senior Analyst role:
 We expect you to cleanse the data, analyze the data and create valuable business insights for the client
 We don't just want you to write formulae and queries, but we expect you to dig into the data, analyze it, and present actionable business insights directly to the clients.
 You should respect our five core values - Client First, Excellence, Integrity, Respect and Teamwork
 You will probably work on Excel, PowerPivot, SQL, R or Python and a few BI tools, based on the specific client problem that you are solving
Pre-requisites and skillsets for this role:
 Interested in working for a high-growth firm where your analysis drives really important decisions
 Strong communication skills enabling you to clearly communicate your thoughts/work to the client or internal teams
 Strong Excel modelling skills and ability to build large dynamic models
 Ability to use business judgement and a structured approach towards solving complex problems
 Knowledge of SQL, R or Python a huge bonus
What is in it for me if I join Merilytics:
High growth environment: How fast you grow within the company into leadership positions with greater responsibility is only dependent on your performance and contributions; Semi-annual performance management and promotion cycles enabling fast track to leadership responsibility
Unparalleled quality of work: Exposure to CXO level at the clients enabling to hone your capabilities; Solve interesting and hard problems across multiple industries and domains that keeps you always excited and motivated; Integrated technology and business teams that offers a strong foundation for building sustainable data science culture",0.0,77,No,"CGPA => 6.5
12 %   => 65%
10%  => 65%","6,00,000 INR  [Pay Item (per month)	Amount in Rs. ( Annual )
Basic	                        3,00,000
HRA 	                        1,20,000
Conveyance	                19,200
Medical Allowance	         15,000
Telecom Allowance	         18,000
Apparel Allowance	          24,000
LTA	                                  25,000
Special Allowance	          78,800
Gross salary ( A )	           6,00,000
                         Estimated Deductions	
Mediclaim	                               3,000
Employer contribution to EPF	       21,600
Employee contribution to EPF	       21,600
Professional Tax (Telangana)	       2,400
Total deductions ( B )	               48,600
Estimated Net Pay ( C = A - B )	5,51,400
Variable Pay ( D )	              up to 1,10,000
Retention Bonus ( E )	                1,00,000
Total CTC ( A + D + E)	                8,10,000]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Senior Analyst,"GD,Online/Offline test (Max 30 mins)",PLACEMENT
"About EagleView


Company Description	EagleView is a technology company that utilizes computer vision and proprietary high-resolution aerial imagery to modernize workflows and help professionals across different industries make informed decisions. EagleViews image superiority stemming from multi-modal capture from drones, low-flying aircraft and satellite, and patented capture technology, sets them apart from competitors. EagleView solutions are targeted to local government (property assessment, GIS, and public safety), construction (roofing), insurance (property claims and underwriting), and energy (solar, oil and gas, electric utilities) industries. 

EagleView is a fast-growing company headquartered in Bellevue, Washington with offices in Rochester, New York, and an international office in Perth, Australia. To support its growth strategy, EagleView recently opened its Engineering Center of Excellence (COE) in Bangalore, India  a world-class facility it intends to staff with leading software engineering talent. 

Interesting Company Facts
		In the U.S., EagleView has amassed the largest historical multi-modal image database of currency, resolution, and coverage with nearly a billion images covering 98% of the US population.
	In just the last 24 months, it has generated 50+ petabytes of imagery  roughly 300 million images.
	EagleView flies over 9.5M linear miles each year to capture its imagery.
	For its various customers, it generates 20K+ reports per day.
	Its transforming workflows performing 4.3M virtual inspections in 2018 diminishing companies reliance on high-carbon footprint physical inspections and lowering labor safety risks.
	It has 15 of the top 20 property and casualty insurance carriers as customers in the U.S.
	In government, its customers include 75% of the top U.S. local counties.
	Its customers include 3 of the top solar energy companies including Tesla and Sunrun, and 10 of the top 30 utilities in the U.S.
	150+ patents are held by EagleView relating to image capture, measurement methods, apps and platforms, and more. the company literally invented the ability to use aerial imagery to measure property structures.

Product Portfolio Overview	●	Imagery: Aerial imagery that displays orthogonal (top-down) and oblique (birds-eye view) perspectives. Advanced proprietary camera systems to generate ultra-high resolution imagery - imagery as fine as .075 GSD for orthogonal (top-down) and 1.0 GSD for oblique (angled) imagery.  
●	Property data: Property data including attributes and measurements, derived from aerial imagery and other capture methods, that can be accessed by customers through APIs, or ordered online. EagleView also applies its Computer Vision to generate other insights including change detection. 
●	Workflow solutions: EagleView enables virtual inspections that digitize the workflow for both insurance carriers and their customers. Using a combination of imagery, Computer Vision, and virtual inspection solutions (drone led or ""boots-on-the ground""), EagleView accelerates insurance claims processing.
Why We Win Business?
		Best imagery in the market. With the most accurate, highest quality and largest historical multi-modal image database of currency, resolution, and coverage.
	Best and most accurate information graph of properties, geometries, and structure attributes.  EagleView provides a historical property record and tracks attribute changes over time using state-of-the-art machine learning feature set extraction and automation.
	Ability to scale. EagleView generates 20,000+ reports per day, and can scale to 40,000 per day.
	Reputation for innovation. EagleView invented the ability to derive structural measurements consistently and accurately from aerial imagery. It is modernizing workflows in Insurance, Construction, Government and Solar by revolutionizing what can be accomplished through virtual inspections using proprietary technology and processes.
	Customer advocacy and support. EagleViews approach to customer support is legendary with its Government, Insurance and large and small Construction customers providing nimble customer support agents and Customer Success Managers who are focused on the ongoing delivery of workflows and imagery to ensure customer objectives are met.
	Improving peoples lives. EagleView takes its role in the community very seriously.  After 9/11, EagleView proactively flew its aircraft to capture imagery to enable the first responders to mobilize more effectively and safely. After major disasters, EagleView pilots and personnel are often the first to be deployed to assess damage to an area and work to quickly mitigate the situation for impacted citizens. 

 

Why EagleView?	Join a company thats still small enough where you can have impact, yet big enough to support your career ambitions
●	With a little over 700 full-time employees worldwide, EagleView is a relatively small company where you can make a difference and be very productive. While there's process, you can sidestep the bureaucracy of large multi-national tech companies. You can focus your energy on understanding the business and technology problems that need solving and move to execution rather seamlessly. That said, the company is mature enough to give you the opportunity to move into new lateral roles where you might want to learn new skills, or get promoted to increase your scope. You're not going to get stuck at a level because colleagues are ""resting and vesting"". You have mobility which is critical to career growth.
●	The technology span of the business is broad giving you the opportunity to gain experience in various areas such as high resolution imagery generation, drone technology, mobile app development, SaaS, Big Data, Computer Vision and Machine Learning and eCommerce.
●	The solution stack cuts across hardware, software and services giving you an opportunity to develop solutions across these elements - something that can't be said for a lot of technology companies that only focus on one of these areas. 

Work with smart and accomplished colleagues, and for a leadership that has a track record of success
●	Work with professionals who are the best in their field from leading tech companies such as Amazon, Microsoft and HP to break new ground in imagery capture, computer vision, and workflow transformation.

Grow along with EagleView through a continued focus on innovation and a track record of investment
	A timeline of IP investment and growth:
2000: Established image capture technology
2008: Pioneered trusted property measurement methods
2015: Investment from Vista Equity Partners
2017: Acquired OmniEarth (machine learning capabilities)
2018: Investment from Clearlake Capital
2018: Acquired Spookfish (image capture capabilities)
2019: Leadership expansion and corporate rebrand
	A differentiated patent portfolio spanning the following areas:
o	Structure evaluation and measurement
o	Image processing
o	Aerial camera systems
o	Mosaics
o	Measuring oblique imagery


	o	Color balancing in oblique imagery
o	System for detecting image abnormalities
o	Unmanned aerial vehicles
o	Modeling
o	Image analysis
Why the EagleView Engineering Center of Excellence in Bangalore?	Build the next generation platform
	The EagleView Engineering Center of Excellence (COE) is building the next generation infrastructure that EagleView's business is based upon. It's mission-critical work. All cloud-based software development for the company will be built and driven out of India. 
	The next generation platform you will be building will enable EagleView to collect more data in the next 18 months than in the company's 15-year history.
Have a global impact while remaining in India
	You'll work with never seen amounts of geospatial data which will be used to solve important everyday problems. In the case of natural disasters or distress situations, you'll be helping to improve and potentially save lives from your seat oceans away. 
Join a new entrant to Indias Silicon Valley
	Unlike better known tech companies headquartered nearby, EagleView offers a startup culture where a lot still needs to be defined. EagleView will challenge you like a tech startup should and give growth opportunities not available in mature tech companies.
EagleView Culture	Culture
	Trust & Candor: We build trust through constructive, candid communication that serves the common good.
	Alignment & Accountability: We align around a decision and each contribute to and are accountable for its success.
	Relentlessness & Humility: We are relentless in our pursuits of major victories and humble in our successes.


JOB DESCRIPTION

Software Engineer  I

Mixing technology, data, and first-in-class innovation, EagleView® is not only leading the property data analytics market, but also changing lives along the way. Come join us and make great things happen! EagleView is a fast-growing technology company driving game-changing innovation in multibillion-dollar markets such as property insurance, energy, construction, and government. Leveraging 17 years of the most advanced aerial imaging technology in the world, along with the most recent advances in machine learning and AI, EagleView is fundamentally transforming how our customers do business.
At EagleView, we believe that making our culture engaging and empowering are keys to success. Our kitchens are stocked 24/7; social, athletic, and wellness opportunities are plentiful; and the growth, education, and potential of employees is a top priority, making EagleView a Best Place to Work for more than five years running. 
We are looking for a talented Software Engineer I to join our agile development team.  As a team member, you will participate in all aspects of the software development life cycle:  scoping, design, coding, testing, implementation and support.  You will help in the development of Eagleviews scalable micro-services platform and geospatially-aware applications across multiple industries and form-factors.  In this role, you must be able to multi-task, quickly adapt to new development environments, learn new systems, create reliable/maintainable code, and find creative and scalable solutions to difficult and complex problems.  You take pride and ownership in your work as well as the overall contributions of the team.  You must also have the ability to take a system-wide understanding, recognize use of system components and disparate technologies and be able to diagnose and debug components across an entire system.  Your ability to communicate clearly and concisely (both written and verbal) is key, as is being a self-starter.

Primary Responsibilities
	Design, architect and develop advanced software solutions in a cross functional Agile team supporting multiple projects and initiatives
	Collaborate with product owners and/or the business on requirements definition, development of functional specifications, and design
	Collaborate on technical design and specifications as required
	Code, test and document new applications as well as changes to existing system functionality and ensure successful completion

Skills & Requirements
	Bachelors Degree required, preferably in Computer Science or related field
	Strong DS/Algo, Problem Solving and Programming
	Experience/Knowledge using JavaScript, GoLang, Java, Node.js or another object-oriented programming language
	Experience with a micro-services architecture is a plus
	Excellent communication, collaboration, reporting, analytical and problem solving skills
	Knowledge of Relational databases (No SQL, PostgreSQL or other Relational Databases)
	Test-driven development mindset and a focus on quality, scalability and performance
	Strong programming fundamentals and ability to produce high quality code


Learn more about EagleView : Follow the links

Corporate Website        |     EagleView Leaders Speak    |      EagleView India Office

Office Address:

APMSE Software Services Pvt. Ltd., 6th Floor, Block 5A, Pritech Park SEZ, RMZ Ecospace, Bellandur Village, Varthur Hobli, Bengaluru - 560103",0.0,639,NO,,1400000 INR  [1400000(fixed)+98000(variable)+1 Lac relocation],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Software Engineer 1,"Resume,GD,Online/Offline test (Max 30 mins)",PLACEMENT
"Indian Political Action Committee (I-PAC) is seeking professionals who can play a pivotal role in the election campaign for the upcoming West Bengal Assembly Elections in 2021. After making a mark in an extensive Lok Sabha election campaign and assembly election campaigns across Bihar, Punjab, Uttar Pradesh, Uttarakhand, Andhra Pradesh and, I-PAC is now gearing up for the West Bengal Assembly Elections 2021. If you are interested in making meaningful contribution to political affairs and want to experience it from close quarters, then read on!

What Will You Do?
As a part of Team I-PAC you will:
 Plan, conceptualize, strategize, and execute high impact end-to-end on-ground campaigns;
 Facilitate liaising with various stakeholders including party Leadership, Party Candidates, and Party Workers;
 Travel and work at the grassroots as and when needed;
 Be a part of and lead large field teams, deployed in specific geographies; to administer execution of campaigns and develop grassroots intelligence
 Get the experience to work and coordinate with various units across the organization, such as digital media, data analytics, strategic research, supply & procurement, research, etc.

Why Should You Apply?
 Mass-scale operations: Every campaign at I-PAC is crafted to engage millions of people, providing one a platform to interact, work and operate on a mass-scale;
 Impact-oriented: I-PACs campaigns are agenda-specific, based on direct feedback from millions of citizens, with an aim to bring about a real difference in their lives. Our previous flagship initiatives across geographies such as Nitish Ke Saat Nischay, Captain De Nau Nukte, Aditya Samvad are a testament to this belief;
 Work with like-minded individuals: I-PACs employees come from various backgrounds, offering one an opportunity to work in a diverse team;
 Work across various units: I-PACs employees are offered the unique opportunity to indulge in a spectrum of activities with various units within the company;
 Grassroots experience: I-PAC provides one-of-a-kind opportunity to experience the ground reality by involving its employees in strategizing, planning, and executing high impact on-ground campaigns;
 Political exposure: At I-PAC, one gets to experience and impact the political discourse; and attain knowledge and expertise in various processes associated with electioneering.

What Are We Looking For?
 Strong academic record with graduation/post-graduation from a top-tier institution;
 Professionals with 0-7 years of work experience;
 Proficiency in Bengali and English is required;
 Demonstrated interest in political affairs and governance;
 Hands on leadership or project management experience;
 Willingness to travel extensively and work long hours;
 Ability to work in coordination with multiple teams.

Location: West Bengal",0.0,631,NO,,"630336 INR  [Total CTC - 819,437 pa
Base Salary -  315,168 pa
Net Pay -  449,040 pa
Gross Pay -  615,180 pa
Fixed Component -  630,336 pa
Variable Pay - Upto  189,101 pa]",AE_AG_BT_CH_CE_CS_EE_EC_IM_ME_MT_MI_NA,1,Core Team Member,"Resume,GD",PLACEMENT
"As a Software Developer with BeeHyv,you will undergo training on Java/Python and web programming.  You  will work with its customers, who are start-ups and established product firms in building new products.  BeeHyv primarily works on Java and Python stacks but also uses other technology stacks based on requirements of customers.  As a developer, you will be expected to be quick and nimble in learning new technologies. 
        Design, develop, test, deploy, maintain, support and improve software.
        Manage individual project priorities, deadlines and deliverables.
        Work in one or multiple projects and deliver results
        Be versatile and enthusiastic to tackle new problems across different technologies
   You should be willing to be a full stack developer and be proficient in both backend and UI technologies.",0.0,299,"Yes, Non-disclosure and confidentiality agreement to be signed at the time of joining.  If an employee leaves between 6 months to 1 year of joining the company, they have to pay back 3 months of their salary. If an employee leaves before 6 months of joining, they have to pay back 75% of the total salary paid by the company to the employee.",We will conduct an aptitude test and the duration of the test will be 2 hrs. We will also conduct a programming test and the duration of the test will be 1 hr. Both the tests will be pen and paper tests. The shortlisted candidates will have to undergo a personal interview which will be minimum of 2 hrs.,"800000 INR  [830000 [ Rs. 800000 (fixed) Rs.10,000(other benefits)+ Rs,20,000(Variable Bonus)]]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,2,Developer- Trainee,Online/Offline test (Max 30 mins),PLACEMENT
